,Code,Toan,NguVan,NgoaiNgu,VatLi,HoaHoc,SinhHoc,KHTN,DiaLi,LichSu,GDCD,KHXH,KhoiA00,KhoiA01,KhoiB00,KhoiC00,KhoiD00,KhoiD07
12567,53012568,4.4,6.75,3.8,,,,,4.25,6.25,7.5,6.0,,,,17.25,14.950000000000001,
12568,53012569,7.2,7.75,3.8,5.0,5.75,6.25,5.67,,,,,17.95,16.0,19.2,,18.75,16.75
12569,53012570,7.2,7.5,4.6,,,,,7.25,7.75,8.0,7.67,,,,22.5,19.3,
12570,53012571,6.6,6.75,5.4,,,,,7.0,6.75,8.25,7.33,,,,20.5,18.75,
12571,53012572,6.8,7.5,3.2,,,,,4.25,4.75,6.5,5.17,,,,16.5,17.5,
12572,53012573,7.2,5.25,5.4,,,,,5.5,7.0,8.0,6.83,,,,17.75,17.85,
12573,53012574,6.8,6.5,3.4,2.5,4.0,6.5,4.33,,,,,13.3,12.7,17.3,,16.7,14.2
12574,53012575,7.2,7.25,3.6,,,,,6.75,5.75,7.25,6.58,,,,19.75,18.05,
12575,53012576,7.4,7.75,5.2,4.5,6.0,6.75,5.75,,,,,17.9,17.1,20.15,,20.35,18.6
12576,53012577,7.0,6.25,4.6,,,,,5.75,8.25,8.5,7.5,,,,20.25,17.85,
12577,53012578,3.8,6.0,1.8,,,,,6.0,6.0,8.0,6.67,,,,18.0,11.6,
12578,53012579,6.4,6.75,4.6,,,,,6.25,7.0,8.75,7.33,,,,20.0,17.75,
12579,53012580,7.0,7.0,4.2,,,,,6.75,8.25,9.5,8.17,,,,22.0,18.2,
12580,53012581,8.4,8.25,6.8,7.75,8.25,8.0,8.0,,,,,24.4,22.950000000000003,24.65,,23.450000000000003,23.450000000000003
12581,53012582,,,,,,,,,,,,,,,,,
12582,53012583,5.2,6.75,4.0,,,,,6.0,6.75,8.75,7.17,,,,19.5,15.95,
12583,53012584,5.8,8.0,3.6,,,,,5.0,5.5,8.25,6.25,,,,18.5,17.4,
12584,53012585,5.4,6.75,3.8,,,,,6.0,4.75,6.75,5.83,,,,17.5,15.950000000000001,
12585,53012586,6.6,7.75,5.0,4.25,6.25,5.75,5.42,,,,,17.1,15.85,18.6,,19.35,17.85
12586,53012587,7.6,6.75,4.6,,,,,5.25,6.75,8.5,6.83,,,,18.75,18.95,
12587,53012588,6.8,8.0,2.8,,,,,6.5,6.25,7.5,6.75,,,,20.75,17.6,
12588,53012589,5.8,7.0,3.4,,,,,6.0,3.75,9.25,6.33,,,,16.75,16.2,
12589,53012590,7.0,8.25,3.6,5.5,5.75,7.75,6.33,,,,,18.25,16.1,20.5,,18.85,16.35
12590,53012591,6.0,6.25,5.4,,,,,8.0,8.0,10.0,8.67,,,,22.25,17.65,
12591,53012592,5.4,4.5,2.4,2.75,4.0,4.25,3.67,,,,,12.15,10.55,13.65,,12.3,11.8
12592,53012593,6.4,5.75,3.2,,,,,6.25,8.5,9.25,8.0,,,,20.5,15.35,
12593,53012594,6.2,7.75,5.4,,,,,7.25,8.25,9.5,8.33,,,,23.25,19.35,
12594,53012595,6.4,6.75,5.2,,,,,6.75,5.5,9.0,7.08,,,,19.0,18.35,
12595,53012596,6.6,6.25,4.0,,,,,6.0,5.5,7.25,6.25,,,,17.75,16.85,
12596,53012597,6.4,6.5,4.6,,,,,8.0,8.25,9.0,8.42,,,,22.75,17.5,
12597,53012598,6.8,8.25,4.2,6.0,7.0,7.25,6.75,,,,,19.8,17.0,21.05,,19.25,18.0
12598,53012599,6.4,6.75,1.8,,,,,4.75,5.25,7.25,5.75,,,,16.75,14.950000000000001,
12599,53012600,5.6,8.0,2.2,,,,,5.75,3.25,6.75,5.25,,,,17.0,15.799999999999999,
12600,53012601,7.0,7.25,5.2,5.5,6.5,7.25,6.42,,,,,19.0,17.7,20.75,,19.45,18.7
12601,53012602,4.4,4.0,3.6,,,,,6.5,3.75,5.25,5.17,,,,14.25,12.0,
12602,53012603,7.8,7.17,3.4,7.5,7.0,7.5,7.33,,,,,22.3,18.7,22.3,,18.37,18.2
12603,53012604,7.2,7.5,4.0,,,,,6.0,6.25,8.75,7.0,,,,19.75,18.7,
12604,53012605,7.4,7.0,3.0,6.0,5.5,6.25,5.92,,,,,18.9,16.4,19.15,,17.4,15.9
12605,53012606,5.6,7.25,3.0,4.75,2.5,5.0,4.08,,,,,12.85,13.35,13.1,,15.85,11.1
12606,53012607,5.8,7.25,2.4,,,,,6.0,6.5,7.75,6.75,,,,19.75,15.45,
12607,53012608,5.0,6.25,3.6,,,,,6.0,6.25,8.25,6.83,,,,18.5,14.85,
12608,53012609,5.4,7.0,2.8,,,,,6.25,6.0,8.0,6.75,,,,19.25,15.200000000000001,
12609,53012610,6.2,4.75,5.0,,,,,6.25,6.5,8.5,7.08,,,,17.5,15.95,
12610,53012611,6.8,8.25,3.0,,,,,5.0,6.25,8.0,6.42,,,,19.5,18.05,
12611,53012612,4.4,7.5,4.6,,,,,3.5,4.5,8.25,5.42,,,,15.5,16.5,
12612,53012613,6.0,6.25,4.8,7.25,5.5,7.25,6.67,,,,,18.75,18.05,18.75,,17.05,16.3
12613,53012614,7.2,7.0,2.6,4.25,4.0,7.75,5.33,,,,,15.45,14.05,18.95,,16.8,13.8
12614,53012615,7.6,8.5,7.2,4.75,7.5,7.5,6.58,,,,,19.85,19.549999999999997,22.6,,23.299999999999997,22.299999999999997
12615,53012616,7.4,7.0,4.2,,,,,6.0,7.0,9.0,7.33,,,,20.0,18.6,
12616,53012617,5.0,6.75,4.0,,,,,5.5,4.75,6.25,5.5,,,,17.0,15.75,
12617,53012618,7.6,8.0,7.2,6.75,6.75,7.5,7.0,,,,,21.1,21.549999999999997,21.85,,22.799999999999997,21.549999999999997
12618,53012619,5.4,9.0,4.0,,,,,7.5,7.25,8.0,7.58,,,,23.75,18.4,
12619,53012620,8.0,8.0,5.2,6.25,5.75,6.0,6.0,,,,,20.0,19.45,19.75,,21.2,18.95
12620,53012621,5.6,7.25,5.0,,,,,6.75,6.25,7.75,6.92,,,,20.25,17.85,
12621,53012622,7.4,8.0,6.6,6.75,7.5,7.25,7.17,,,,,21.65,20.75,22.15,,22.0,21.5
12622,53012623,7.0,7.0,5.2,,,,,5.25,6.25,9.25,6.92,,,,18.5,19.2,
12623,53012624,5.8,7.0,2.0,,,,,5.0,4.75,7.0,5.58,,,,16.75,14.8,
12624,53012625,6.4,6.25,6.2,,,,,6.0,6.75,8.5,7.08,,,,19.0,18.85,
12625,53012626,6.8,8.25,4.6,,,,,7.0,5.25,7.75,6.67,,,,20.5,19.65,
12626,53012627,6.6,7.25,5.4,,,,,6.25,4.75,8.0,6.33,,,,18.25,19.25,
12627,53012628,6.6,6.5,2.2,,,,,5.75,6.75,8.0,6.83,,,,19.0,15.299999999999999,
12628,53012629,5.0,4.5,2.6,,,,,4.0,4.5,6.75,5.08,,,,13.0,12.1,
12629,53012630,7.4,8.5,4.6,6.75,7.0,8.0,7.25,,,,,21.15,18.75,22.4,,20.5,19.0
12630,53012631,6.2,7.5,5.4,4.0,4.5,7.0,5.17,,,,,14.7,15.600000000000001,17.7,,19.1,16.1
12631,53012632,5.2,6.25,3.0,,,,,7.25,6.25,8.25,7.25,,,,19.75,14.45,
12632,53012633,5.0,8.0,3.4,3.75,3.5,5.0,4.08,,,,,12.25,12.15,13.5,,16.4,11.9
12633,53012634,7.4,7.5,3.6,3.25,5.25,6.75,5.08,,,,,15.9,14.25,19.4,,18.5,16.25
12634,53012635,6.6,8.25,5.0,6.25,6.25,6.25,6.25,,,,,19.1,17.85,19.1,,19.85,17.85
12635,53012636,7.4,7.75,5.4,5.75,6.0,7.0,6.25,,,,,19.15,18.55,20.4,,20.55,18.8
12636,53012637,5.8,7.0,1.8,,,,,4.5,5.5,6.5,5.5,,,,17.0,14.600000000000001,
12637,53012638,6.0,6.75,3.2,,,,,7.0,6.5,6.0,6.5,,,,20.25,15.95,
12638,53012639,5.8,6.5,3.2,,,,,5.75,4.5,8.5,6.25,,,,16.75,15.5,
12639,53012640,6.0,8.0,4.6,,,,,4.0,6.5,7.5,6.0,,,,18.5,18.6,
12640,53012641,6.8,8.0,3.2,5.25,8.0,7.5,6.92,,,,,20.05,15.25,22.3,,18.0,18.0
12641,53012642,7.2,8.25,3.4,5.75,6.75,7.75,6.75,,,,,19.7,16.35,21.7,,18.85,17.35
12642,53012643,7.8,7.75,4.2,5.75,6.5,7.0,6.42,,,,,20.05,17.75,21.3,,19.75,18.5
12643,53012644,6.4,6.0,4.8,5.5,6.25,5.75,5.83,,,,,18.15,16.700000000000003,18.4,,17.200000000000003,17.450000000000003
12644,53012645,6.0,7.0,2.8,,,,,4.75,5.75,6.75,5.75,,,,17.5,15.8,
12645,53012646,5.6,4.25,3.8,,,,,6.5,7.5,7.0,7.0,,,,18.25,13.65,
12646,53012647,5.2,7.08,3.8,,,,,6.5,8.0,7.75,7.42,,,,21.58,16.08,
12647,53012648,6.0,7.25,3.4,,,,,5.75,6.25,9.0,7.0,,,,19.25,16.65,
12648,53012649,3.8,5.75,2.8,,,,,5.25,5.25,6.75,5.75,,,,16.25,12.350000000000001,
12649,53012650,5.4,8.25,5.0,,,,,6.75,5.75,8.25,6.92,,,,20.75,18.65,
12650,53012651,7.0,8.25,7.8,6.25,7.75,7.75,7.25,,,,,21.0,21.05,22.5,,23.05,22.55
12651,53012652,6.0,3.75,3.8,,,,,6.25,5.0,7.75,6.33,,,,15.0,13.55,
12652,53012653,7.2,6.0,3.6,,,,,6.25,7.0,9.75,7.67,,,,19.25,16.8,
12653,53012654,6.2,7.5,3.2,,,,,5.5,5.75,7.5,6.25,,,,18.75,16.9,
12654,53012655,8.2,7.5,6.2,7.0,7.5,6.5,7.0,,,,,22.7,21.4,22.2,,21.9,21.9
12655,53012656,6.2,7.75,5.0,,,,,6.0,4.25,6.75,5.67,,,,18.0,18.95,
12656,53012657,4.4,6.5,3.0,,,,,4.75,5.0,7.0,5.58,,,,16.25,13.9,
12657,53012658,6.2,7.5,5.6,,,,,8.0,6.75,8.5,7.75,,,,22.25,19.3,
12658,53012659,6.0,7.0,3.6,,,,,4.25,5.75,7.75,5.92,,,,17.0,16.6,
12659,53012660,6.2,5.75,4.2,5.25,5.25,5.75,5.42,,,,,16.7,15.649999999999999,17.2,,16.15,15.649999999999999
12660,53012661,6.4,6.75,5.8,5.5,6.75,7.0,6.42,,,,,18.65,17.700000000000003,20.15,,18.950000000000003,18.950000000000003
12661,53012662,6.8,6.75,3.2,,,,,6.5,5.5,8.0,6.67,,,,18.75,16.75,
12662,53012663,6.4,7.0,5.0,5.25,4.25,7.25,5.58,,,,,15.9,16.65,17.9,,18.4,15.65
12663,53012664,6.4,6.75,3.2,3.5,4.25,6.0,4.58,,,,,14.15,13.100000000000001,16.65,,16.35,13.850000000000001
12664,53012665,6.4,7.75,3.4,,,,,6.75,8.75,9.25,8.25,,,,23.25,17.55,
12665,53012666,3.0,5.25,3.2,,,,,4.75,5.0,5.0,4.92,,,,15.0,11.45,
12666,53012667,7.2,6.5,4.4,6.0,6.5,7.75,6.75,,,,,19.7,17.6,21.45,,18.1,18.1
12667,53012668,7.8,8.0,5.6,6.75,7.25,8.0,7.33,,,,,21.8,20.15,23.05,,21.4,20.65
12668,53012669,7.4,6.5,3.8,,,,,5.25,7.0,9.25,7.17,,,,18.75,17.700000000000003,
12669,53012670,6.0,7.0,4.2,,,,,7.0,6.75,9.75,7.83,,,,20.75,17.2,
12670,53012671,7.0,7.25,2.8,3.75,5.5,6.25,5.17,,,,,16.25,13.55,18.75,,17.05,15.3
12671,53012672,6.2,6.25,4.4,5.5,5.75,6.25,5.83,,,,,17.45,16.1,18.2,,16.85,16.35
12672,53012673,7.8,7.75,7.8,6.75,6.25,7.25,6.75,,,,,20.8,22.35,21.3,,23.35,21.85
12673,53012674,6.2,7.25,4.0,,,,,6.0,6.25,8.5,6.92,,,,19.5,17.45,
12674,53012675,6.6,6.67,2.8,,,,,7.25,7.5,9.0,7.92,,,,21.42,16.07,
12675,53012676,5.2,7.5,4.0,,,,,6.25,5.25,7.5,6.33,,,,19.0,16.7,
12676,53012677,6.8,7.0,6.0,4.75,5.75,6.5,5.67,,,,,17.3,17.55,19.05,,19.8,18.55
12677,53012678,6.2,6.5,1.8,,,,,4.25,6.0,7.0,5.75,,,,16.75,14.5,
12678,53012679,7.0,5.75,4.2,,,,,6.75,8.0,8.0,7.58,,,,20.5,16.95,
12679,53012680,7.6,6.75,5.0,5.25,6.5,7.25,6.33,,,,,19.35,17.85,21.35,,19.35,19.1
12680,53012681,6.8,6.5,3.4,,,,,7.0,5.5,8.5,7.0,,,,19.0,16.7,
12681,53012682,7.0,7.25,4.8,6.25,7.0,7.0,6.75,,,,,20.25,18.05,21.0,,19.05,18.8
12682,53012683,5.4,5.5,3.0,,,,,4.0,5.5,8.5,6.0,,,,15.0,13.9,
12683,53012684,7.4,6.75,4.0,5.75,5.5,7.75,6.33,,,,,18.65,17.15,20.65,,18.15,16.9
12684,53012685,7.4,8.0,5.0,,,,,6.5,9.0,9.0,8.17,,,,23.5,20.4,
12685,53012686,6.6,7.25,5.2,4.0,6.25,6.25,5.5,,,,,16.85,15.799999999999999,19.1,,19.049999999999997,18.049999999999997
12686,53012687,6.4,4.5,3.8,,,,,5.25,5.25,8.0,6.17,,,,15.0,14.700000000000001,
12687,53012688,5.2,7.5,3.4,,,,,3.5,5.75,6.75,5.33,,,,16.75,16.1,
12688,53012689,6.6,7.25,3.4,,,,,7.25,5.5,8.5,7.08,,,,20.0,17.25,
12689,53012690,6.2,7.75,3.8,,,,,5.75,7.75,9.5,7.67,,,,21.25,17.75,
12690,53012691,6.0,7.0,4.4,4.25,6.0,7.5,5.92,,,,,16.25,14.65,19.5,,17.4,16.4
12691,53012692,6.8,8.0,3.4,,,,,7.5,8.5,9.0,8.33,,,,24.0,18.2,
12692,53012693,5.0,6.5,2.2,,,,,5.0,7.0,8.75,6.92,,,,18.5,13.7,
12693,53012694,7.0,7.5,5.2,6.0,6.75,6.5,6.42,,,,,19.75,18.2,20.25,,19.7,18.95
12694,53012695,5.2,7.0,3.8,4.25,5.0,5.75,5.0,,,,,14.45,13.25,15.95,,16.0,14.0
12695,53012696,6.8,6.0,4.6,,,,,6.75,6.0,7.5,6.75,,,,18.75,17.4,
12696,53012697,5.4,6.75,5.4,,,,,7.25,5.25,8.5,7.0,,,,19.25,17.55,
12697,53012698,6.0,7.0,5.4,,,,,7.25,6.5,7.25,7.0,,,,20.75,18.4,
12698,53012699,5.8,6.0,3.4,,,,,5.25,4.75,6.75,5.58,,,,16.0,15.2,
12699,53012700,7.2,6.75,5.6,,,,,8.25,7.25,9.0,8.17,,,,22.25,19.55,
12700,53012701,3.4,8.0,2.2,,,,,5.25,6.0,9.0,6.75,,,,19.25,13.6,
12701,53012702,6.2,7.0,5.8,,,,,7.5,6.25,9.0,7.58,,,,20.75,19.0,
12702,53012703,4.2,7.5,3.8,,,,,6.0,7.5,7.5,7.0,,,,21.0,15.5,
12703,53012704,7.6,7.25,6.6,5.0,5.75,7.25,6.0,,,,,18.35,19.2,20.6,,21.45,19.95
12704,53012705,6.6,6.5,4.6,,,,,6.5,6.75,7.75,7.0,,,,19.75,17.7,
12705,53012706,5.6,6.5,3.8,4.0,4.75,6.25,5.0,,,,,14.35,13.399999999999999,16.6,,15.9,14.15
12706,53012707,6.8,6.25,5.0,5.5,6.0,6.25,5.92,,,,,18.3,17.3,19.05,,18.05,17.8
12707,53012708,6.4,7.25,3.0,,,,,6.0,6.25,9.75,7.33,,,,19.5,16.65,
12708,53012709,5.6,6.75,1.6,,,,,6.75,8.25,8.25,7.75,,,,21.75,13.95,
12709,53012710,6.6,7.0,3.8,,,,,6.0,5.75,8.5,6.75,,,,18.75,17.4,
12710,53012711,3.0,4.5,3.2,,,,,6.5,5.25,8.25,6.67,,,,16.25,10.7,
12711,53012712,6.2,6.75,5.0,4.0,5.75,7.0,5.58,,,,,15.95,15.2,18.95,,17.95,16.95
12712,53012713,6.0,6.0,4.0,,,,,6.25,7.75,7.5,7.17,,,,20.0,16.0,
12713,53012714,6.6,5.75,3.8,5.0,4.75,5.75,5.17,,,,,16.35,15.4,17.1,,16.15,15.15
12714,53012715,4.8,6.0,3.8,3.0,4.0,6.5,4.5,,,,,11.8,11.6,15.3,,14.600000000000001,12.6
12715,53012716,5.8,5.5,2.4,,,,,5.5,7.0,7.75,6.75,,,,18.0,13.7,
12716,53012717,5.6,8.25,5.6,6.0,5.75,6.75,6.17,,,,,17.35,17.2,18.1,,19.45,16.95
12717,53012718,6.0,6.5,2.6,,,,,5.75,4.25,7.5,5.83,,,,16.5,15.1,
12718,53012719,6.2,6.75,3.0,,,,,6.5,6.0,9.0,7.17,,,,19.25,15.95,
12719,53012720,7.6,5.75,3.8,,,,,7.25,6.5,8.75,7.5,,,,19.5,17.15,
12720,53012721,6.0,5.33,3.2,3.25,5.25,6.0,4.83,,,,,14.5,12.45,17.25,,14.530000000000001,14.45
12721,53012722,5.8,7.0,4.4,,,,,8.25,8.5,9.5,8.75,,,,23.75,17.2,
12722,53012723,6.8,8.5,4.4,,,,,6.5,7.0,8.75,7.42,,,,22.0,19.7,
12723,53012724,7.0,7.5,4.6,,,,,5.5,5.5,9.0,6.67,,,,18.5,19.1,
12724,53012725,7.6,8.5,6.0,,,,,6.75,7.75,8.75,7.75,,,,23.0,22.1,
12725,53012726,5.0,6.0,3.2,,,,,6.5,4.0,6.75,5.75,,,,16.5,14.2,
12726,53012727,3.4,4.25,4.0,,,,,5.0,5.5,7.25,5.92,,,,14.75,11.65,
12727,53012728,7.2,7.75,3.8,5.5,6.75,8.5,6.92,,,,,19.45,16.5,22.45,,18.75,17.75
12728,53012729,6.0,7.25,3.6,,,,,6.25,8.0,9.25,7.83,,,,21.5,16.85,
12729,53012730,7.0,6.5,4.6,6.0,4.5,7.0,5.83,,,,,17.5,17.6,18.5,,18.1,16.1
12730,53012731,7.0,7.08,5.0,,,,,7.0,7.0,8.5,7.5,,,,21.08,19.08,
12731,53012732,5.6,3.25,3.0,,,,,6.5,7.25,6.25,6.67,,,,17.0,11.85,
12732,53012733,5.6,7.5,4.4,,,,,6.5,6.75,8.25,7.17,,,,20.75,17.5,
12733,53012734,5.6,6.5,3.2,,,,,5.25,3.75,6.0,5.0,,,,15.5,15.299999999999999,
12734,53012735,7.2,7.25,3.6,,,,,6.5,8.5,8.5,7.83,,,,22.25,18.05,
12735,53012736,6.6,7.75,4.6,4.5,6.5,6.75,5.92,,,,,17.6,15.7,19.85,,18.95,17.7
12736,53012737,5.6,7.0,2.8,,,,,4.5,5.0,6.0,5.17,,,,16.5,15.4,
12737,53012738,5.8,7.0,3.4,,,,,7.5,8.5,8.5,8.17,,,,23.0,16.2,
12738,53012739,,,,,,,,,,,,,,,,,
12739,53012740,5.2,7.5,3.0,,,,,5.5,3.75,6.5,5.25,,,,16.75,15.7,
12740,53012741,6.0,6.75,4.6,,,,,7.25,7.25,9.0,7.83,,,,21.25,17.35,
12741,53012742,6.6,7.25,2.4,,,,,7.0,8.0,8.75,7.92,,,,22.25,16.25,
12742,53012743,7.4,8.25,4.8,,,,,6.5,8.25,9.5,8.08,,,,23.0,20.450000000000003,
12743,53012744,5.6,6.0,4.0,5.5,3.5,5.25,4.75,,,,,14.6,15.1,14.35,,15.6,13.1
12744,53012745,7.0,7.25,5.2,,,,,6.75,6.75,7.75,7.08,,,,20.75,19.45,
12745,53012746,6.8,6.5,3.8,6.25,7.25,8.0,7.17,,,,,20.3,16.85,22.05,,17.1,17.85
12746,53012747,6.6,8.75,5.0,5.25,5.75,6.5,5.83,,,,,17.6,16.85,18.85,,20.35,17.35
12747,53012748,5.4,7.75,4.2,,,,,6.0,7.75,9.25,7.67,,,,21.5,17.35,
12748,53012749,7.6,8.0,6.0,7.25,6.75,8.0,7.33,,,,,21.6,20.85,22.35,,21.6,20.35
12749,53012750,5.0,6.0,4.2,,,,,5.5,5.0,6.75,5.75,,,,16.5,15.2,
12750,53012751,7.2,6.5,5.6,,,,,7.5,7.5,8.5,7.83,,,,21.5,19.3,
12751,53012752,7.2,6.0,5.2,,,,,5.0,7.0,7.0,6.33,,,,18.0,18.4,
12752,53012753,7.2,7.75,4.4,,,,,6.0,4.75,8.25,6.33,,,,18.5,19.35,
12753,53012754,4.6,7.25,4.4,,,,,4.0,4.25,5.75,4.67,,,,15.5,16.25,
12754,53012755,6.0,6.75,4.6,,,,,7.25,6.75,8.5,7.5,,,,20.75,17.35,
12755,53012756,7.0,6.5,2.6,,,,,4.75,5.0,7.25,5.67,,,,16.25,16.1,
12756,53012757,6.2,8.0,7.0,4.5,6.0,6.5,5.67,,,,,16.7,17.7,18.7,,21.2,19.2
12757,53012758,4.6,7.0,3.6,2.5,2.5,5.25,3.42,,,,,9.6,10.7,12.35,,15.2,10.7
12758,53012759,6.4,5.75,4.6,,,,,5.5,6.25,6.0,5.92,,,,17.5,16.75,
12759,53012760,3.4,6.0,1.8,,,,,4.25,3.75,6.5,4.83,,,,14.0,11.2,
12760,53012761,7.0,7.5,4.8,5.0,3.25,5.75,4.67,,,,,15.25,16.8,16.0,,19.3,15.05
12761,53012762,5.4,7.75,3.8,,,,,5.0,5.5,6.25,5.58,,,,18.25,16.950000000000003,
12762,53012763,6.2,7.5,3.2,,,,,5.0,5.25,8.0,6.08,,,,17.75,16.9,
12763,53012764,5.4,7.0,3.2,,,,,5.25,5.0,7.75,6.0,,,,17.25,15.6,
12764,53012765,6.8,8.25,6.8,5.0,5.5,7.0,5.83,,,,,17.3,18.6,19.3,,21.85,19.1
12765,53012766,5.6,7.0,2.4,,,,,4.25,5.5,7.5,5.75,,,,16.75,15.0,
12766,53012767,7.4,7.75,5.8,,,,,7.5,7.5,9.75,8.25,,,,22.75,20.950000000000003,
12767,53012768,6.2,7.5,4.8,,,,,7.0,6.75,9.0,7.58,,,,21.25,18.5,
12768,53012769,6.4,7.75,3.6,,,,,6.0,5.75,6.75,6.17,,,,19.5,17.75,
12769,53012770,6.6,6.25,4.8,,,,,6.25,5.5,8.5,6.75,,,,18.0,17.65,
12770,53012771,4.0,7.75,3.4,,,,,5.5,5.0,7.75,6.08,,,,18.25,15.15,
12771,53012772,7.6,8.25,6.8,7.0,7.5,6.25,6.92,,,,,22.1,21.4,21.35,,22.65,21.9
12772,53012773,6.2,9.25,7.4,5.75,6.0,7.0,6.25,,,,,17.95,19.35,19.2,,22.849999999999998,19.6
12773,53012774,7.0,7.5,5.2,4.75,7.0,7.0,6.25,,,,,18.75,16.95,21.0,,19.7,19.2
12774,53012775,6.6,6.75,2.6,,,,,5.0,6.25,8.0,6.42,,,,18.0,15.95,
12775,53012776,3.0,5.5,3.2,,,,,6.0,4.75,8.25,6.33,,,,16.25,11.7,
12776,53012777,4.8,7.5,3.6,,,,,4.75,5.75,6.0,5.5,,,,18.0,15.899999999999999,
12777,53012778,5.4,5.25,2.2,,,,,6.0,6.0,8.0,6.67,,,,17.25,12.850000000000001,
12778,53012779,7.2,8.5,4.4,,,,,6.75,5.0,8.0,6.58,,,,20.25,20.1,
12779,53012780,6.2,7.0,3.2,2.75,2.5,5.75,3.67,,,,,11.45,12.15,14.45,,16.4,11.9
12780,53012781,6.0,6.25,3.8,6.5,5.75,6.5,6.25,,,,,18.25,16.3,18.25,,16.05,15.55
12781,53012782,6.4,7.25,3.2,,,,,6.25,5.75,8.5,6.83,,,,19.25,16.85,
12782,53012783,5.6,7.25,3.2,,,,,5.0,6.25,7.25,6.17,,,,18.5,16.049999999999997,
12783,53012784,7.2,7.75,4.4,,,,,8.25,7.75,9.0,8.33,,,,23.75,19.35,
12784,53012785,6.0,8.0,5.0,4.25,4.75,6.0,5.0,,,,,15.0,15.25,16.75,,19.0,15.75
12785,53012786,8.0,7.0,5.8,5.5,7.5,7.0,6.67,,,,,21.0,19.3,22.5,,20.8,21.3
12786,53012787,7.4,6.0,4.2,5.25,5.0,6.0,5.42,,,,,17.65,16.85,18.4,,17.6,16.6
12787,53012788,6.0,7.5,4.6,,,,,6.5,8.75,8.75,8.0,,,,22.75,18.1,
12788,53012789,7.2,7.0,2.0,,,,,6.0,7.0,8.25,7.08,,,,20.0,16.2,
12789,53012790,5.4,6.5,2.4,,,,,5.75,4.5,7.75,6.0,,,,16.75,14.3,
12790,53012791,7.4,7.0,5.2,5.5,7.5,7.25,6.75,,,,,20.4,18.1,22.15,,19.6,20.1
12791,53012792,5.6,7.75,2.8,,,,,6.25,7.5,8.0,7.25,,,,21.5,16.15,
12792,53012793,7.4,7.5,4.2,7.0,6.0,8.0,7.0,,,,,20.4,18.6,21.4,,19.1,17.6
12793,53012794,7.2,8.25,3.6,,,,,7.25,6.0,8.25,7.17,,,,21.5,19.05,
12794,53012795,4.4,7.75,5.2,,,,,6.5,6.0,7.5,6.67,,,,20.25,17.35,
12795,53012796,6.2,6.25,3.6,,,,,4.75,5.5,7.0,5.75,,,,16.5,16.05,
12796,53012797,5.8,6.25,4.2,4.0,5.5,4.75,4.75,,,,,15.3,14.0,16.05,,16.25,15.5
12797,53012798,6.8,7.75,6.2,5.5,7.25,6.25,6.33,,,,,19.55,18.5,20.3,,20.75,20.25
12798,53012799,6.8,7.25,6.2,5.0,4.75,7.25,5.67,,,,,16.55,18.0,18.8,,20.25,17.75
12799,53012800,6.6,6.75,4.0,,,,,7.0,6.5,8.25,7.25,,,,20.25,17.35,
12800,53012801,5.8,7.0,3.0,,,,,6.25,8.25,7.75,7.42,,,,21.5,15.8,
12801,53012802,6.4,7.75,3.6,,,,,6.5,6.25,8.5,7.08,,,,20.5,17.75,
12802,53012803,5.2,7.0,5.6,3.75,5.5,6.5,5.25,,,,,14.45,14.55,17.2,,17.8,16.3
12803,53012804,7.0,7.25,6.2,7.25,5.75,5.75,6.25,,,,,20.0,20.45,18.5,,20.45,18.95
12804,53012805,5.4,7.25,3.4,,,,,7.5,6.75,8.5,7.58,,,,21.5,16.05,
12805,53012806,7.8,5.75,3.4,5.75,5.5,7.25,6.17,,,,,19.05,16.95,20.55,,16.95,16.7
12806,53012807,2.8,6.25,3.0,,,,,5.0,2.5,7.25,4.92,,,,13.75,12.05,
12807,53012808,6.6,7.5,4.2,,,,,6.0,5.75,8.5,6.75,,,,19.25,18.299999999999997,
12808,53012809,7.0,9.25,6.2,5.75,6.75,8.0,6.83,,,,,19.5,18.95,21.75,,22.45,19.95
12809,53012810,6.2,7.42,5.4,,,,,7.5,8.0,9.0,8.17,,,,22.92,19.02,
12810,53012811,7.8,6.75,3.0,6.0,7.25,7.5,6.92,,,,,21.05,16.8,22.55,,17.55,18.05
12811,53012812,2.8,6.25,3.0,,,,,3.5,3.5,6.25,4.42,,,,13.25,12.05,
12812,53012813,7.2,5.75,4.0,4.75,5.75,6.0,5.5,,,,,17.7,15.95,18.95,,16.95,16.95
12813,53012814,6.6,7.5,4.0,,,,,5.25,6.75,8.5,6.83,,,,19.5,18.1,
12814,53012815,7.8,9.0,6.0,5.5,6.5,7.5,6.5,,,,,19.8,19.3,21.8,,22.8,20.3
12815,53012816,6.2,6.75,4.2,,,,,8.0,7.25,9.75,8.33,,,,22.0,17.15,
12816,53012817,6.4,7.5,4.2,5.75,6.25,5.5,5.83,,,,,18.4,16.35,18.15,,18.1,16.85
12817,53012818,6.6,8.5,7.2,3.5,6.0,7.0,5.5,,,,,16.1,17.299999999999997,19.6,,22.299999999999997,19.799999999999997
12818,53012819,6.0,8.5,3.8,,,,,6.0,4.5,8.75,6.42,,,,19.0,18.3,
12819,53012820,5.0,6.75,3.0,,,,,4.75,7.0,7.25,6.33,,,,18.5,14.75,
12820,53012821,5.4,8.25,4.8,,,,,6.0,5.0,7.5,6.17,,,,19.25,18.450000000000003,
