Code,DiaLi,GDCD,HoaHoc,KHTN,KHXH,LichSu,ListGroup,NgoaiNgu,NguVan,Result,SinhHoc,Toan,VatLi
01007743,8.00,8.50,,,8.08,7.75,[],3.60,8.00,,,7.60,
01007744,5.00,7.00,,,6.08,6.25,[],7.60,7.50,,,5.00,
01007745,7.50,8.00,,,7.83,8.00,[],8.80,8.25,,,3.20,
01007746,5.25,8.50,,,6.67,6.25,[],5.00,6.00,,,3.40,
01007747,6.75,8.75,,,7.50,7.00,[],7.40,6.75,,,7.40,
01007748,7.00,8.50,,,7.00,5.50,[],8.00,8.75,,,6.20,
01007749,5.50,6.75,,,6.08,6.00,[],7.40,8.50,,,7.20,
01007750,6.75,8.50,,,7.33,6.75,[],4.20,7.00,,,5.40,
01007751,,,4.75,5.17,,,[],,7.25,,3.75,7.60,7.00
01007752,,,5.50,6.08,,,[],,6.75,,4.00,8.20,8.75
01007753,,,7.50,6.67,,,[],,7.00,,8.00,8.20,4.50
01007754,,,6.00,4.83,,,[],,5.25,,4.00,7.00,4.50
01007755,,,5.25,5.42,,,[],,6.25,,3.50,7.40,7.50
01007756,,,3.00,4.42,,,[],,5.25,,2.75,8.00,7.50
01007757,,,6.75,5.75,,,[],,8.00,,5.50,7.60,5.00
01007758,,,3.50,5.33,,,[],,6.75,,4.25,7.60,8.25
01007759,,,7.75,7.75,,,[],,5.25,,6.75,8.60,8.75
01007760,,,3.25,4.33,,,[],4.20,7.25,,5.50,8.20,4.25
01007761,,,6.75,5.67,,,[],7.20,6.50,,5.75,7.60,4.50
01007762,,,6.25,5.17,,,[],3.40,6.25,,3.00,8.40,6.25
01007763,,,9.00,7.08,,,[],6.40,6.50,,3.75,8.20,8.50
01007764,,,8.00,5.75,,,[],5.60,5.75,,2.25,8.40,7.00
01007765,,,4.25,5.67,,,[],8.00,7.00,,4.75,8.00,8.00
01007766,,,7.00,5.42,,,[],5.80,7.00,,4.75,7.40,4.50
01007767,,,6.25,6.50,,,[],9.40,6.50,,5.00,9.00,8.25
01007768,,,3.50,4.92,,,[],7.20,6.75,,3.75,7.60,7.50
01007769,,,5.25,6.25,,,[],8.80,7.75,,5.25,8.40,8.25
01007770,,,3.75,5.17,,,[],6.20,7.75,,4.00,8.80,7.75
01007771,,,8.50,6.50,,,[],6.40,7.25,,4.75,8.00,6.25
01007772,7.50,8.25,,,7.08,5.50,[],3.80,6.50,,,4.00,
01007773,9.00,9.25,,,9.33,9.75,[],9.00,9.00,,,8.60,
01007774,5.75,8.00,,,7.33,8.25,[],6.80,8.50,,,6.60,
01007775,5.00,6.75,,,5.75,5.50,[],7.80,8.00,,,6.20,
01007776,8.25,8.75,,,8.58,8.75,[],9.00,9.25,,,8.60,
01007777,7.75,8.00,,,8.00,8.25,[],6.00,7.50,,,6.20,
01007778,5.25,8.75,,,6.75,6.25,[],8.80,8.25,,,7.40,
01007779,,,4.25,5.67,,,[],8.00,8.50,,4.50,8.60,8.25
01007780,,,7.50,6.00,,,[],7.40,6.75,,3.25,8.40,7.25
01007781,4.25,8.00,,,6.08,6.00,[],2.40,6.00,,,5.80,
01007782,8.00,8.50,,,7.67,6.50,[],8.20,9.00,,,7.80,
01007783,5.50,8.50,,,6.92,6.75,[],5.00,8.00,,,7.20,
01007784,,,4.75,5.58,,,[],7.80,8.25,,4.25,7.60,7.75
01007785,5.00,7.00,,,6.42,7.25,[],2.60,5.75,,,4.40,
01007786,5.25,6.00,,,5.50,5.25,[],7.60,7.00,,,6.60,
01007787,5.75,8.25,,,6.50,5.50,[],3.40,4.25,,,5.40,
01007788,,,5.25,6.17,,,[],8.80,8.75,,5.00,8.60,8.25
01007789,7.00,8.00,,,7.92,8.75,[],7.00,9.00,,,8.00,
01007790,,,8.00,7.67,,,[],6.40,6.50,,6.75,9.00,8.25
01007791,,,7.75,7.42,,,[],6.40,6.00,,5.75,8.60,8.75
01007792,,,2.25,4.00,,,[],8.40,6.00,,2.50,8.40,7.25
01007793,,,8.50,7.00,,,[],7.60,6.50,,6.00,7.60,6.50
01007794,,,6.50,6.75,,,[],7.40,6.75,,5.50,8.40,8.25
01007795,,,5.75,5.08,,,[],8.00,6.75,,3.50,7.40,6.00
01007796,8.00,9.00,,,8.42,8.25,[],8.40,6.75,,,7.60,
01007797,7.25,8.50,,,7.92,8.00,[],7.20,6.75,,,5.40,
01007798,9.75,8.75,,,9.17,9.00,[],9.20,8.00,,,8.80,
01007799,,,5.50,5.58,,,[],9.20,6.50,,4.00,7.00,7.25
01007800,,,5.50,5.58,,,[],8.20,7.25,,3.25,7.60,8.00
01007801,,,8.25,6.92,,,[],5.40,7.25,,5.00,8.00,7.50
01007802,6.25,7.50,,,6.67,6.25,[],5.20,6.75,,,7.00,
01007803,7.00,8.00,,,7.00,6.00,[],8.20,9.00,,,8.40,
01007804,,,5.75,5.58,,,[],5.20,6.25,,4.00,8.20,7.00
01007805,,,4.75,5.00,,,[],8.40,5.75,,4.00,6.80,6.25
01007806,5.75,8.00,,,6.33,5.25,[],5.40,6.25,,,5.80,
01007807,,,8.00,7.08,,,[],7.00,7.25,,5.50,8.80,7.75
01007808,5.50,7.50,,,6.00,5.00,[],2.40,5.75,,,5.20,
01007809,8.00,8.50,,,8.08,7.75,[],8.60,7.25,,,6.80,
01007810,5.00,8.25,,,6.00,4.75,[],2.60,7.25,,,6.40,
01007811,,,3.50,4.58,,,[],7.60,6.25,,3.00,8.60,7.25
01007812,8.75,8.75,,,8.67,8.50,[],5.20,9.00,,,7.40,
01007813,7.50,9.25,,,8.08,7.50,[],5.80,7.75,,,6.80,
01007814,7.00,8.25,,,7.58,7.50,[],8.60,8.75,,,7.60,
01007815,7.75,8.25,,,8.08,8.25,[],9.00,8.25,,,8.00,
01007816,6.00,6.00,,,5.00,3.00,[],7.20,9.50,,,8.20,
01007817,4.25,7.75,,,6.00,6.00,[],7.20,8.00,,,7.00,
01007818,5.00,8.00,,,6.33,6.00,[],6.60,7.75,,,5.80,
01007819,,,6.00,6.75,,,[],9.00,6.75,,5.25,9.40,9.00
01007820,,,2.75,4.92,,,[],6.80,6.00,,3.00,8.40,9.00
01007821,,,5.50,4.83,,,[],9.60,7.75,,4.00,7.00,5.00
01007822,,,7.75,6.75,,,[],7.00,6.50,,5.00,8.00,7.50
01007823,6.75,9.25,,,7.67,7.00,[],3.40,7.50,,,7.00,
01007824,,,5.75,6.42,,,[],8.60,5.75,,4.75,8.40,8.75
01007825,6.50,8.75,,,7.42,7.00,[],8.20,8.75,,,7.40,
01007826,,,3.75,5.17,,,[],8.40,7.50,,3.75,7.80,8.00
01007827,5.50,7.00,,,5.75,4.75,[],3.00,5.50,,,4.60,
01007828,,,7.00,5.75,,,[],6.40,7.00,,4.50,8.20,5.75
01007829,6.50,7.25,,,6.83,6.75,[],7.60,7.75,,,8.00,
01007830,5.75,8.25,,,7.00,7.00,[],8.20,8.50,,,6.00,
01007831,8.00,8.50,,,7.67,6.50,[],8.20,9.00,,,8.40,
01007832,,,5.25,6.08,,,[],9.00,7.00,,5.00,8.40,8.00
01007833,6.25,8.00,,,7.00,6.75,[],6.60,8.25,,,8.40,
01007834,6.50,9.50,,,8.33,9.00,[],4.00,6.25,,,3.80,
01007835,8.00,8.00,,,7.75,7.25,[],7.60,8.75,,,8.80,
01007836,,,5.50,6.25,,,[],10.00,7.50,,5.00,8.20,8.25
01007837,6.25,6.50,,,6.25,6.00,[],3.40,6.75,,,5.60,
01007838,,,8.25,7.08,,,[],8.80,7.25,,4.25,9.00,8.75
01007839,6.50,7.50,,,6.25,4.75,[],7.20,8.25,,,8.00,
01007840,,,6.75,5.83,,,[],6.40,7.50,,5.75,8.60,5.00
01007841,7.00,7.75,,,6.92,6.00,[],6.80,6.50,,,6.20,
01007842,6.00,8.00,,,7.00,7.00,[],6.20,8.00,,,7.20,
01007843,7.75,8.75,,,8.08,7.75,[],7.60,8.00,,,8.00,
01007844,,,7.25,6.92,,,[],9.00,7.00,,5.50,8.40,8.00
01007845,,,4.00,3.58,,,[],6.40,6.75,,3.50,6.60,3.25
01007846,5.75,6.75,,,6.17,6.00,[],4.60,7.50,,,8.00,
01007847,6.50,8.75,,,7.83,8.25,[],3.60,6.50,,,7.80,
01007848,7.25,8.25,,,7.58,7.25,[],7.40,7.50,,,6.60,
01007849,7.00,7.75,,,7.33,7.25,[],6.60,7.75,,,8.20,
01007850,8.00,8.50,,,8.25,8.25,[],7.00,7.75,,,8.00,
01007851,6.00,7.50,,,7.00,7.50,[],7.60,6.75,,,7.60,
01007852,,,3.00,4.17,,,[],8.00,6.75,,5.00,6.00,4.50
01007853,,,8.00,6.50,,,[],7.00,5.75,,3.75,8.60,7.75
01007854,6.50,7.50,,,6.25,4.75,[],7.20,8.50,,,6.80,
01007855,,,4.50,3.67,,,[],4.20,8.00,,4.25,6.20,2.25
01007856,,,3.50,4.67,,,[],7.00,6.75,,3.25,8.00,7.25
01007857,,,7.25,7.33,,,[],8.40,6.25,,6.25,8.40,8.50
01007858,6.75,8.75,,,7.58,7.25,[],9.60,7.75,,,7.80,
01007859,5.75,8.75,,,7.67,8.50,[],8.20,8.00,,,8.00,
01007860,3.50,5.00,,,4.08,3.75,[],2.00,2.25,,,3.00,
01007861,6.75,8.25,,,7.17,6.50,[],5.60,7.75,,,6.60,
01007862,,,4.00,4.92,,,[],7.40,6.25,,3.50,8.40,7.25
01007863,8.00,8.50,,,8.00,7.50,[],6.60,8.50,,,7.20,
01007864,,,2.25,4.25,,,[],8.00,5.25,,3.50,9.00,7.00
01007865,,,3.50,3.83,,,[],8.80,5.25,,3.75,6.60,4.25
01007866,7.25,8.50,,,7.25,6.00,[],7.20,8.50,,,7.40,
01007867,,,7.75,4.50,,,[],8.20,7.75,,2.75,8.20,3.00
01007868,7.00,9.75,,,7.83,6.75,[],8.80,8.50,,,8.60,
01007869,4.50,7.25,,,5.08,3.50,[],5.40,4.50,,,5.00,
01007870,,,3.00,4.08,,,[],7.80,6.00,,3.00,7.40,6.25
01007871,,,5.25,6.33,,,[],9.40,7.50,,5.25,9.20,8.50
01007872,8.00,7.75,,,7.67,7.25,[],4.60,8.00,,,8.40,
01007873,5.75,6.75,,,6.67,7.50,[],7.60,8.50,,,7.60,
01007874,,,8.00,5.08,,,[],9.60,4.50,,4.25,8.20,3.00
01007875,,,5.75,6.08,,,[],7.80,6.50,,5.00,8.40,7.50
01007876,,,6.00,5.25,,,[],8.20,5.25,,2.25,7.40,7.50
01007877,6.00,7.50,,,5.83,4.00,[],3.20,5.50,,,3.00,
01007878,,,4.50,4.00,,,[],5.20,5.25,,3.00,4.80,4.50
01007879,,,5.50,5.33,,,[],3.60,6.25,,4.00,7.80,6.50
01007880,5.75,7.50,,,6.92,7.50,[],7.00,7.50,,,7.80,
01007881,,,8.75,7.25,,,[],8.40,8.50,,4.75,8.40,8.25
01007882,,,5.75,6.58,,,[],9.40,6.50,,4.25,8.20,9.75
01007883,,,4.75,5.25,,,[],8.60,6.00,,4.75,5.40,6.25
01007884,,,3.75,4.92,,,[],8.60,6.75,,3.75,8.40,7.25
01007885,7.50,6.75,,,6.67,5.75,[],6.40,7.25,,,7.80,
01007886,8.50,8.25,,,8.50,8.75,[],8.60,8.00,,,7.20,
01007887,,,3.00,5.33,,,[],9.60,5.00,,4.00,8.80,9.00
01007888,5.50,8.50,,,6.33,5.00,[],3.20,4.75,,,5.40,
01007889,7.00,9.00,,,7.58,6.75,[],9.20,8.00,,,8.80,
01007890,7.50,9.25,,,7.75,6.50,[],8.20,6.25,,,6.60,
01007891,6.00,9.00,,,7.08,6.25,[],5.00,7.00,,,7.00,
01007892,7.25,8.50,,,7.42,6.50,[],7.20,7.75,,,6.80,
01007893,,,7.75,5.83,,,[],3.00,6.75,,3.25,7.80,6.50
01007894,,,6.50,6.17,,,[],9.00,4.75,,6.00,7.60,6.00
01007895,6.75,7.75,,,7.42,7.75,[],8.80,8.75,,,7.80,
01007896,,,8.50,6.83,,,[],8.40,6.00,,6.00,7.80,6.00
01007897,6.00,7.00,,,6.58,6.75,[],6.00,7.50,,,7.80,
01007898,,,4.00,5.25,,,[],9.20,6.25,,3.75,8.20,8.00
01007899,4.50,7.75,,,5.25,3.50,[],2.40,4.75,,,3.40,
01007900,7.50,7.75,,,7.83,8.25,[],9.20,8.50,,,8.20,
01007901,7.00,7.00,,,7.08,7.25,[],9.00,7.00,,,7.60,
01007902,,,2.75,5.17,,,[],8.00,7.25,,4.50,8.00,8.25
01007903,,,7.50,7.33,,,[],8.20,5.75,,5.50,9.20,9.00
01007904,,,8.25,6.33,,,[],6.60,7.50,,3.25,8.00,7.50
01007905,,,6.00,5.17,,,[],5.80,6.75,,6.25,5.20,3.25
01007906,,,6.00,5.42,,,[],4.80,7.00,,4.00,8.20,6.25
01007907,6.25,8.75,,,7.33,7.00,[],8.00,8.25,,,8.20,
01007908,7.00,8.25,,,7.67,7.75,[],9.40,9.25,,,6.40,
01007909,,,3.50,5.00,,,[],8.20,7.25,,4.25,8.00,7.25
01007910,4.25,9.00,,,6.33,5.75,[],7.40,8.25,,,7.80,
01007911,9.50,8.75,,,8.67,7.75,[],9.80,9.25,,,9.00,
01007913,6.00,8.00,,,6.50,5.50,[],3.00,5.75,,,4.20,
01007914,8.50,9.00,,,8.67,8.50,[],8.60,8.00,,,8.20,
01007915,6.50,9.00,,,8.00,8.50,[],8.00,7.00,,,7.20,
01007916,,,4.00,5.17,,,[],9.20,5.75,,3.50,8.20,8.00
01007917,7.50,8.25,,,7.75,7.50,[],4.80,6.25,,,6.60,
01007918,,,3.25,4.25,,,[],8.60,7.25,,4.25,6.60,5.25
01007919,6.75,7.00,,,6.33,5.25,[],2.60,4.75,,,4.60,
01007920,,,5.50,6.50,,,[],9.00,8.25,,4.50,8.00,9.50
01007921,,,8.50,7.50,,,[],6.20,8.25,,9.00,8.40,5.00
01007922,,,8.50,7.25,,,[],9.60,7.00,,5.75,8.20,7.50
01007923,,,8.75,6.17,,,[],5.80,7.00,,5.50,6.80,4.25
01007924,,,7.50,4.92,,,[],7.60,5.25,,3.50,7.80,3.75
01007925,,,6.75,5.83,,,[],4.80,7.00,,4.50,8.40,6.25
01007926,,,8.75,8.08,,,[],9.00,7.00,,6.00,9.00,9.50
01007927,7.25,8.50,,,7.92,8.00,[],8.40,7.00,,,8.40,
01007928,7.75,8.25,,,8.00,8.00,[],6.00,7.50,,,5.20,
01007929,5.50,8.00,,,6.75,6.75,[],9.20,8.50,,,7.60,
01007930,4.75,7.50,,,6.42,7.00,[],6.80,8.75,,,7.20,
01007931,7.50,7.50,,,6.75,5.25,[],5.60,6.75,,,5.60,
01007932,6.75,8.75,,,7.75,7.75,[],8.80,7.50,,,8.20,
01007933,6.50,8.25,,,7.25,7.00,[],6.40,7.25,,,6.60,
01007934,9.00,7.00,,,7.42,6.25,[],8.60,8.00,,,8.00,
01007935,,,4.00,4.42,,,[],4.00,5.50,,3.00,5.00,6.25
01007936,8.25,9.25,,,8.83,9.00,[],8.60,7.50,,,9.00,
01007937,7.25,7.50,,,7.83,8.75,[],7.80,8.50,,,7.80,
01007938,8.00,8.75,,,7.92,7.00,[],7.80,8.75,,,7.60,
01007939,5.75,8.50,,,6.92,6.50,[],8.80,9.00,,,7.60,
01007940,7.75,8.00,,,7.58,7.00,[],9.40,8.75,,,7.80,
01007941,5.50,7.50,,,6.08,5.25,[],4.40,6.50,,,7.40,
01007942,5.75,8.50,,,6.50,5.25,[],4.00,8.25,,,7.00,
01007943,,,7.75,7.50,,,[],8.20,8.00,,5.25,9.00,9.50
01007944,7.75,8.75,,,8.33,8.50,[],8.40,7.75,,,7.60,
01007945,,,6.50,5.08,,,[],8.20,8.00,,6.25,6.20,2.50
01007946,,,7.25,6.00,,,[],4.20,8.00,,6.50,8.00,4.25
01007947,,,7.25,7.08,,,[],8.20,7.25,,7.00,8.40,7.00
01007948,6.00,9.00,,,7.67,8.00,[],9.40,8.75,,,6.80,
01007949,6.50,8.25,,,7.08,6.50,[],5.00,9.00,,,7.60,
01007950,5.75,7.00,,,6.08,5.50,[],3.40,7.50,,,5.00,
01007951,4.75,8.00,,,5.67,4.25,[],4.40,6.25,,,4.40,
01007952,7.50,9.00,,,7.83,7.00,[],8.40,8.00,,,8.20,
01007953,5.50,8.25,,,7.33,8.25,[],8.20,8.75,,,7.80,
01007954,7.50,8.50,,,7.92,7.75,[],9.20,9.00,,,7.20,
01007955,7.75,8.75,,,7.67,6.50,[],4.20,8.00,,,4.00,
01007956,6.75,9.50,,,7.50,6.25,[],7.00,6.75,,,5.60,
01007957,7.50,8.25,,,7.58,7.00,[],6.40,9.00,,,6.60,
01007958,5.50,8.00,,,7.00,7.50,[],4.60,8.25,,,8.00,
01007959,,,6.75,5.92,,,[],4.80,8.50,,3.25,7.40,7.75
01007960,5.50,7.25,,,6.75,7.50,[],8.20,7.75,,,7.60,
01007961,7.00,8.50,,,6.67,4.50,[],5.40,8.75,,,7.00,
01007962,5.00,6.75,,,6.00,6.25,[],8.00,9.00,,,7.60,
01007963,,,8.25,6.00,,,[],6.40,4.25,,6.25,7.40,3.50
01007964,7.75,9.00,,,8.42,8.50,[],8.40,8.75,,,7.20,
01007965,7.75,8.75,,,7.92,7.25,[],8.40,8.75,,,8.60,
01007966,5.50,8.25,,,6.75,6.50,[],8.20,8.50,,,7.40,
01007967,7.25,8.00,,,7.58,7.50,[],9.20,8.75,,,8.20,
01007968,7.00,7.50,,,6.75,5.75,[],4.60,8.50,,,7.20,
01007969,6.75,8.75,,,7.67,7.50,[],9.40,8.75,,,8.20,
01007970,6.75,8.00,,,6.58,5.00,[],9.20,8.75,,,8.40,
01007971,7.25,9.00,,,8.08,8.00,[],8.00,8.50,,,8.40,
01007972,,,9.00,7.75,,,[],9.20,7.25,,5.75,8.00,8.50
01007973,6.25,7.50,,,6.25,5.00,[],7.60,7.50,,,4.40,
01007974,,,8.00,7.33,,,[],4.40,9.00,,4.75,7.00,9.25
01007975,7.00,8.25,,,7.50,7.25,[],6.80,8.00,,,7.60,
01007976,6.00,9.25,,,7.58,7.50,[],8.00,8.50,,,7.60,
01007977,7.00,8.00,,,6.92,5.75,[],8.20,9.25,,,7.40,
01007978,7.75,6.50,,,6.92,6.50,[],9.40,8.00,,,8.00,
01007979,7.50,7.25,,,7.00,6.25,[],7.20,7.00,,,6.60,
01007980,7.25,8.50,,,7.00,5.25,[],7.60,8.00,,,5.80,
01007981,7.00,9.75,,,8.08,7.50,[],2.80,8.00,,,6.60,
01007982,,,6.50,6.00,,,[],6.40,8.00,,4.00,7.20,7.50
01007983,7.50,7.50,,,6.92,5.75,[],6.20,6.75,,,8.20,
01007984,6.50,7.75,,,6.50,5.25,[],6.20,8.75,,,7.20,
01007985,5.50,9.25,,,7.17,6.75,[],5.60,7.75,,,7.20,
01007986,7.25,8.25,,,7.58,7.25,[],8.00,9.00,,,7.80,
01007987,6.75,8.50,,,8.08,9.00,[],9.60,8.50,,,8.60,
01007988,5.75,7.75,,,6.33,5.50,[],6.40,8.25,,,7.20,
01007989,,,4.00,5.42,,,[],7.20,8.00,,5.75,8.00,6.50
01007990,,,4.50,5.75,,,[],8.40,8.75,,5.25,8.40,7.50
01007991,,,5.25,6.25,,,[],9.20,7.00,,5.25,7.60,8.25
01007992,6.25,8.00,,,7.25,7.50,[],6.20,7.75,,,2.80,
01007993,6.75,9.00,,,8.00,8.25,[],9.00,9.00,,,8.60,
01007994,6.75,9.00,,,7.50,6.75,[],9.00,9.25,,,8.20,
01007995,5.75,7.75,,,6.83,7.00,[],5.40,7.75,,,7.00,
01007996,5.75,9.00,,,7.33,7.25,[],6.80,9.00,,,8.20,
01007997,7.25,7.50,,,6.50,4.75,[],5.00,7.00,,,4.00,
01007998,5.00,7.50,,,6.58,7.25,[],8.40,9.00,,,8.40,
01007999,7.00,8.75,,,7.83,7.75,[],9.20,9.25,,,8.80,
01008000,7.00,7.50,,,7.25,7.25,[],9.40,8.75,,,8.80,
01008001,5.50,7.75,,,6.33,5.75,[],7.20,9.25,,,5.20,
01008002,4.50,8.25,,,6.67,7.25,[],7.20,9.00,,,7.00,
01008003,8.00,8.75,,,8.17,7.75,[],8.20,9.50,,,7.80,
01008004,6.25,7.75,,,6.92,6.75,[],5.00,7.75,,,5.20,
01008005,6.75,7.75,,,7.08,6.75,[],7.80,8.00,,,7.00,
01008006,8.25,8.25,,,8.50,9.00,[],7.00,7.25,,,6.00,
01008007,5.75,7.50,,,6.00,4.75,[],5.60,8.50,,,7.00,
01008008,7.50,9.25,,,8.00,7.25,[],7.60,8.00,,,8.00,
01008009,8.00,9.00,,,8.75,9.25,[],9.40,9.00,,,8.20,
01008010,,,8.00,7.67,,,[],8.20,8.00,,7.00,8.40,8.00
01008011,7.25,8.00,,,7.08,6.00,[],6.80,7.75,,,6.80,
01008012,7.50,9.00,,,8.17,8.00,[],7.40,8.75,,,8.00,
01008013,6.75,8.25,,,7.08,6.25,[],9.20,8.50,,,7.80,
01008014,7.75,8.00,,,7.75,7.50,[],7.20,9.00,,,7.80,
01008015,6.00,6.75,,,6.08,5.50,[],6.80,8.50,,,7.80,
01008016,7.00,9.25,,,8.08,8.00,[],7.00,8.00,,,5.80,
01008017,8.50,8.75,,,8.50,8.25,[],9.60,8.75,,,8.80,
01008018,7.75,7.00,,,7.42,7.50,[],9.20,8.25,,,9.00,
01008019,8.25,8.25,,,7.33,5.50,[],4.20,7.50,,,8.00,
01008020,7.50,9.00,,,7.92,7.25,[],9.00,8.75,,,8.20,
01008021,,,6.50,6.42,,,[],8.60,8.25,,5.75,8.40,7.00
01008022,,,6.75,6.50,,,[],9.00,6.25,,4.25,8.60,8.50
01008023,,,8.00,6.67,,,[],9.40,6.00,,3.50,8.80,8.50
01008024,,,3.75,5.17,,,[],8.20,7.25,,3.75,8.20,8.00
01008025,,,8.50,8.17,,,[],9.00,7.75,,8.00,7.80,8.00
01008026,,,8.00,7.08,,,[],9.00,8.50,,6.25,8.40,7.00
01008027,,,5.75,7.00,,,[],7.00,8.50,,6.75,7.40,8.50
01008028,,,4.75,6.33,,,[],8.80,7.00,,5.50,8.40,8.75
01008029,8.00,8.00,,,8.08,8.25,[],6.80,6.25,,,8.20,
01008030,7.00,7.00,,,6.67,6.00,[],9.20,5.75,,,6.40,
01008031,5.50,8.25,,,6.50,5.75,[],7.60,8.00,,,8.00,
01008032,7.75,8.25,,,8.08,8.25,[],6.80,7.50,,,7.80,
01008033,5.00,7.50,,,6.58,7.25,[],8.40,8.00,,,8.60,
01008034,5.75,7.00,,,5.42,3.50,[],3.40,4.25,,,4.40,
01008035,6.50,7.75,,,7.25,7.50,[],3.20,3.75,,,3.80,
01008036,7.75,7.75,,,7.67,7.50,[],7.80,8.00,,,7.80,
01008037,6.25,7.50,,,6.50,5.75,[],4.40,7.50,,,5.80,
01008038,5.00,5.75,,,5.00,4.25,[],2.40,5.25,,,4.40,
01008039,7.00,8.00,,,7.58,7.75,[],8.60,8.50,,,8.40,
01008040,6.75,7.00,,,6.67,6.25,[],6.00,6.75,,,4.40,
01008041,6.75,8.75,,,7.58,7.25,[],8.20,8.75,,,7.80,
01008042,7.50,8.75,,,7.42,6.00,[],3.40,5.50,,,5.60,
01008043,6.75,8.50,,,7.33,6.75,[],8.40,7.50,,,7.20,
01008044,6.75,8.00,,,7.42,7.50,[],8.60,8.75,,,8.20,
01008045,7.25,8.25,,,7.67,7.50,[],7.60,8.00,,,6.80,
01008046,5.75,7.50,,,6.42,6.00,[],8.20,8.75,,,7.80,
01008047,7.50,7.50,,,6.92,5.75,[],7.60,9.00,,,8.40,
01008048,7.50,9.50,,,7.92,6.75,[],6.00,8.50,,,7.20,
01008049,8.75,8.50,,,8.42,8.00,[],8.00,7.75,,,6.60,
01008050,7.00,8.25,,,7.33,6.75,[],8.00,9.00,,,7.40,
01008051,5.25,6.00,,,5.67,5.75,[],7.20,7.25,,,6.80,
01008052,8.25,8.25,,,8.33,8.50,[],8.40,8.50,,,7.80,
01008053,6.75,7.75,,,6.08,3.75,[],3.00,7.50,,,4.80,
01008054,5.25,6.50,,,5.92,6.00,[],5.20,8.00,,,4.20,
01008055,7.50,9.25,,,8.00,7.25,[],7.40,8.75,,,5.20,
01008056,8.00,7.75,,,7.92,8.00,[],8.40,8.75,,,9.00,
01008057,6.00,8.25,,,7.17,7.25,[],8.40,9.25,,,7.60,
01008058,7.75,7.50,,,7.50,7.25,[],8.80,8.00,,,7.80,
01008059,7.25,8.50,,,7.50,6.75,[],7.60,8.50,,,7.60,
01008060,5.50,8.00,,,7.08,7.75,[],4.20,7.75,,,4.60,
01008061,6.25,7.75,,,7.00,7.00,[],9.00,9.00,,,9.00,
01008062,8.00,9.25,,,8.17,7.25,[],7.40,8.25,,,7.60,
01008063,5.25,7.50,,,6.17,5.75,[],7.00,6.25,,,6.80,
01008064,6.25,7.75,,,6.75,6.25,[],5.60,8.75,,,7.60,
01008065,4.75,8.50,,,6.50,6.25,[],3.40,8.50,,,6.60,
01008066,7.75,9.00,,,8.17,7.75,[],9.20,9.00,,,8.60,
01008067,5.25,8.00,,,6.67,6.75,[],8.00,8.50,,,8.40,
01008068,7.75,9.50,,,8.83,9.25,[],8.60,8.75,,,5.40,
01008069,7.50,7.00,,,6.58,5.25,[],2.40,7.75,,,5.40,
01008070,5.75,8.50,,,6.75,6.00,[],6.00,9.00,,,4.80,
01008071,6.50,7.25,,,6.58,6.00,[],7.00,5.50,,,5.40,
01008072,5.50,7.25,,,6.58,7.00,[],6.80,8.00,,,7.80,
01008073,6.00,6.75,,,6.08,5.50,[],7.40,8.25,,,8.00,
01008074,7.25,7.75,,,6.58,4.75,[],9.20,8.25,,,8.00,
01008075,5.50,5.00,,,4.83,4.00,[],6.00,3.75,,,2.40,
01008076,5.50,8.00,,,6.75,6.75,[],7.80,8.00,,,5.60,
01008077,7.50,8.25,,,7.75,7.50,[],8.20,9.00,,,8.40,
01008078,6.00,8.25,,,7.67,8.75,[],7.80,8.25,,,7.60,
01008079,5.75,6.75,,,5.08,2.75,[],3.60,8.25,,,5.40,
01008080,5.50,7.25,,,6.58,7.00,[],7.20,7.75,,,7.80,
01008081,7.50,7.50,,,7.17,6.50,[],6.20,6.75,,,7.00,
01008082,6.50,6.75,,,6.00,4.75,[],2.00,7.25,,,5.80,
01008083,7.00,8.25,,,7.92,8.50,[],8.80,8.50,,,9.00,
01008084,5.75,8.75,,,6.92,6.25,[],5.40,8.25,,,9.00,
01008085,8.75,8.25,,,8.42,8.25,[],8.40,8.25,,,8.00,
01008086,7.25,9.00,,,7.75,7.00,[],3.40,8.50,,,5.80,
01008087,7.00,8.00,,,7.50,7.50,[],8.60,8.75,,,7.80,
01008088,8.00,8.75,,,8.08,7.50,[],7.40,7.25,,,6.80,
01008089,6.00,7.25,,,6.25,5.50,[],6.60,9.00,,,8.60,
01008090,4.50,7.00,,,4.83,3.00,[],5.00,7.50,,,6.20,
01008091,8.50,8.75,,,8.33,7.75,[],8.80,8.75,,,8.40,
01008092,6.50,7.00,,,7.17,8.00,[],8.80,7.75,,,8.80,
01008093,5.00,7.25,,,6.25,6.50,[],8.00,8.00,,,7.40,
01008094,9.00,9.00,,,9.17,9.50,[],9.40,8.50,,,8.40,
01008095,5.75,8.00,,,7.00,7.25,[],8.20,8.25,,,8.00,
01008096,7.25,8.25,,,7.58,7.25,[],9.00,8.50,,,8.20,
01008097,6.75,8.00,,,7.08,6.50,[],9.00,9.50,,,8.60,
01008098,7.50,7.75,,,7.75,8.00,[],8.60,7.92,,,7.60,
01008099,6.25,8.00,,,7.08,7.00,[],7.60,8.75,,,8.40,
01008100,6.25,7.25,,,5.42,2.75,[],4.00,6.00,,,4.40,
