Code,DiaLi,GDCD,HoaHoc,KHTN,KHXH,LichSu,ListGroup,NgoaiNgu,NguVan,Result,SinhHoc,Toan,VatLi
01011739,6.50,7.25,,,6.25,5.00,[],7.40,7.25,,,6.60,
01011741,6.75,8.50,,,8.17,9.25,[],8.80,8.25,,,8.80,
01011742,7.50,5.75,,,5.92,4.50,[],2.60,5.00,,,5.40,
01011743,6.00,8.75,,,7.58,8.00,[],9.20,7.50,,,7.40,
01011744,7.25,8.75,,,8.08,8.25,[],7.20,9.00,,,7.80,
01011745,7.75,9.00,,,8.33,8.25,[],8.20,8.00,,,6.80,
01011746,6.75,7.75,,,7.58,8.25,[],8.00,8.75,,,8.40,
01011747,5.75,8.75,,,7.58,8.25,[],8.20,7.75,,,7.20,
01011748,4.25,7.25,,,6.42,7.75,[],7.60,8.00,,,6.40,
01011749,7.00,8.50,,,7.00,5.50,[],8.00,7.00,,,8.00,
01011750,7.00,7.50,,,6.67,5.50,[],3.00,6.75,,,4.80,
01011751,6.25,8.00,,,6.33,4.75,[],6.60,6.00,,,6.20,
01011752,7.00,7.50,,,6.67,5.50,[],7.40,7.25,,,6.60,
01011753,8.00,9.50,,,8.75,8.75,[],8.80,9.00,,,8.20,
01011754,6.50,7.50,,,6.42,5.25,[],8.00,7.50,,,6.00,
01011755,6.25,8.50,,,7.17,6.75,[],8.00,8.75,,,7.60,
01011756,8.50,9.25,,,8.33,7.25,[],9.20,9.00,,,8.80,
01011757,7.25,9.00,,,7.92,7.50,[],7.60,8.00,,,8.40,
01011758,4.75,7.75,,,5.83,5.00,[],3.00,6.50,,,5.60,
01011759,4.75,7.00,,,5.42,4.50,[],8.20,8.50,,,8.60,
01011760,6.00,7.50,,,7.17,8.00,[],9.00,8.00,,,7.80,
01011761,6.25,8.75,,,7.08,6.25,[],7.60,9.00,,,7.80,
01011762,8.00,7.25,,,7.33,6.75,[],7.20,9.00,,,7.60,
01011763,7.00,8.75,,,7.92,8.00,[],8.80,7.25,,,7.80,
01011764,7.75,8.25,,,8.33,9.00,[],8.00,8.00,,,8.20,
01011765,6.00,8.25,,,7.58,8.50,[],7.00,7.50,,,7.40,
01011766,8.25,8.50,,,8.75,9.50,[],7.80,8.50,,,8.00,
01011767,6.00,8.00,,,6.75,6.25,[],5.20,7.58,,,5.80,
01011768,4.75,6.00,,,6.25,8.00,[],6.40,7.75,,,6.40,
01011769,6.00,8.00,,,7.08,7.25,[],7.80,7.75,,,6.80,
01011770,5.00,8.25,,,6.50,6.25,[],3.80,6.50,,,5.20,
01011771,8.25,7.25,,,8.08,8.75,[],5.80,7.00,,,4.60,
01011772,5.50,9.75,,,7.50,7.25,[],5.20,8.50,,,7.40,
01011773,8.00,8.25,,,8.00,7.75,[],9.40,8.50,,,8.20,
01011774,8.25,8.00,,,8.42,9.00,[],4.40,8.00,,,5.40,
01011775,8.75,8.25,,,7.67,6.00,[],8.80,8.25,,,8.00,
01011776,8.00,8.75,,,7.42,5.50,[],5.60,7.25,,,8.00,
01011777,7.25,8.75,,,7.25,5.75,[],8.80,7.00,,,7.80,
01011778,6.00,7.00,,,6.42,6.25,[],2.60,4.00,,,5.00,
01011779,7.50,8.75,,,8.33,8.75,[],7.00,8.25,,,8.20,
01011780,6.75,9.00,,,7.92,8.00,[],6.20,7.75,,,7.40,
01011781,8.50,8.75,,,8.42,8.00,[],7.80,8.75,,,9.00,
01011782,7.50,9.00,,,8.17,8.00,[],9.60,8.25,,,8.60,
01011783,4.75,8.00,,,5.42,3.50,[],4.40,7.75,,,6.00,
01011784,8.25,9.00,,,8.17,7.25,[],8.00,8.25,,,8.40,
01011785,6.25,8.00,,,7.08,7.00,[],9.20,8.50,,,8.40,
01011786,7.50,9.50,,,7.58,5.75,[],7.20,7.75,,,7.20,
01011787,7.00,8.00,,,7.58,7.75,[],7.80,6.50,,,7.60,
01011788,7.00,8.50,,,7.00,5.50,[],5.00,3.75,,,3.20,
01011789,6.00,7.25,,,6.50,6.25,[],8.40,7.50,,,8.00,
01011790,7.50,8.00,,,8.17,9.00,[],8.40,7.25,,,8.00,
01011791,5.50,7.50,,,6.50,6.50,[],6.00,8.00,,,6.40,
01011792,5.25,6.50,,,5.58,5.00,[],4.80,7.50,,,7.20,
01011793,7.25,8.00,,,7.92,8.50,[],9.40,8.75,,,7.80,
01011794,7.00,7.25,,,6.92,6.50,[],6.60,8.50,,,8.20,
01011795,5.75,7.50,,,6.75,7.00,[],8.40,7.50,,,7.60,
01011796,5.75,7.75,,,6.25,5.25,[],3.60,7.25,,,6.40,
01011797,6.00,6.75,,,6.08,5.50,[],4.00,5.00,,,2.40,
01011798,8.00,8.50,,,8.50,9.00,[],5.40,7.75,,,7.60,
01011799,8.50,8.75,,,8.42,8.00,[],6.40,7.00,,,6.80,
01011800,6.75,7.75,,,7.25,7.25,[],7.00,8.50,,,7.80,
01011801,7.00,7.00,,,7.42,8.25,[],5.00,8.00,,,4.00,
01011802,6.75,8.50,,,7.08,6.00,[],7.80,8.75,,,7.60,
01011803,7.75,8.50,,,8.50,9.25,[],8.40,8.75,,,7.20,
01011804,5.50,8.75,,,7.33,7.75,[],9.20,8.75,,,8.80,
01011805,5.00,7.50,,,5.92,5.25,[],4.20,6.75,,,6.60,
01011806,7.25,8.00,,,7.75,8.00,[],9.80,9.00,,,8.20,
01011807,5.75,7.00,,,6.58,7.00,[],7.00,8.25,,,8.40,
01011808,7.75,8.25,,,8.17,8.50,[],8.00,8.75,,,7.20,
01011809,6.75,8.25,,,7.50,7.50,[],9.20,7.00,,,7.00,
01011810,5.75,8.25,,,6.00,4.00,[],4.40,5.75,,,6.00,
01011811,9.25,9.00,,,8.92,8.50,[],8.60,8.75,,,8.20,
01011812,7.25,8.25,,,7.50,7.00,[],7.40,8.00,,,8.40,
01011813,9.25,9.00,,,8.92,8.50,[],9.00,8.25,,,7.80,
01011814,7.75,7.75,,,6.58,4.25,[],4.60,8.00,,,7.00,
01011815,5.50,6.25,,,5.50,4.75,[],3.80,4.75,,,5.80,
01011816,7.25,8.25,,,7.00,5.50,[],8.00,7.25,,,7.80,
01011817,7.25,8.75,,,7.67,7.00,[],5.00,7.00,,,7.80,
01011818,7.75,7.75,,,7.83,8.00,[],9.00,7.25,,,7.00,
01011819,8.25,9.00,,,8.75,9.00,[],7.20,8.50,,,8.40,
01011820,6.25,8.50,,,7.08,6.50,[],4.60,7.75,,,6.20,
01011821,6.75,7.75,,,6.58,5.25,[],8.80,8.25,,,7.20,
01011822,5.25,6.50,,,4.75,2.50,[],4.60,7.50,,,6.80,
01011823,6.25,8.50,,,7.25,7.00,[],7.40,8.75,,,7.00,
01011824,6.75,8.75,,,8.25,9.25,[],8.00,8.00,,,8.00,
01011825,5.00,6.75,,,5.08,3.50,[],2.60,5.58,,,2.80,
01011826,6.25,8.75,,,7.75,8.25,[],7.20,7.50,,,7.00,
01011827,9.25,9.75,,,9.25,8.75,[],9.40,8.25,,,8.80,
01011828,7.50,8.25,,,7.42,6.50,[],4.80,7.00,,,6.60,
01011829,7.75,8.25,,,7.58,6.75,[],8.40,8.75,,,8.00,
01011830,7.25,7.75,,,7.58,7.75,[],8.40,8.08,,,6.80,
01011831,7.25,8.75,,,8.00,8.00,[],6.60,7.75,,,6.20,
01011832,7.75,9.00,,,7.50,5.75,[],8.80,9.25,,,7.60,
01011833,7.25,8.00,,,8.00,8.75,[],5.80,9.25,,,8.00,
01011834,4.50,7.00,,,5.75,5.75,[],3.20,7.00,,,3.40,
01011835,6.50,8.25,,,7.50,7.75,[],9.60,9.00,,,8.60,
01011836,8.00,9.25,,,8.33,7.75,[],5.60,8.50,,,7.20,
01011837,5.25,8.00,,,6.67,6.75,[],8.40,8.00,,,7.20,
01011838,7.50,9.25,,,8.00,7.25,[],8.00,7.75,,,7.20,
01011839,8.00,8.25,,,7.83,7.25,[],9.80,8.50,,,8.20,
01011840,6.75,8.00,,,7.75,8.50,[],5.20,8.75,,,7.00,
01011841,7.75,8.50,,,7.83,7.25,[],8.00,7.50,,,7.80,
01011842,8.25,8.50,,,8.25,8.00,[],8.60,9.00,,,7.00,
01011843,7.50,8.25,,,6.83,4.75,[],6.80,8.50,,,7.60,
01011844,8.00,8.75,,,8.42,8.50,[],8.80,7.50,,,7.00,
01011845,4.00,7.00,,,5.25,4.75,[],9.00,8.50,,,7.40,
01011846,7.50,9.25,,,7.75,6.50,[],5.80,7.50,,,6.60,
01011847,7.00,8.50,,,7.83,8.00,[],7.20,8.25,,,8.00,
01011848,6.25,7.25,,,6.75,6.75,[],8.40,8.25,,,8.60,
01011849,5.50,7.50,,,6.42,6.25,[],5.00,7.25,,,7.00,
01011850,6.00,6.00,,,6.00,6.00,[],7.40,6.75,,,6.00,
01011851,6.50,7.50,,,5.75,3.25,[],2.60,5.50,,,7.20,
01011852,7.75,7.75,,,8.00,8.50,[],2.20,7.00,,,2.20,
01011853,7.75,8.00,,,8.08,8.50,[],5.40,7.50,,,7.60,
01011854,6.75,8.75,,,7.08,5.75,[],5.00,8.00,,,6.60,
01011855,6.75,8.25,,,6.67,5.00,[],6.80,7.75,,,7.40,
01011856,7.25,7.25,,,7.83,9.00,[],7.40,8.50,,,7.20,
01011857,5.75,8.50,,,7.33,7.75,[],8.60,9.00,,,8.20,
01011858,6.00,8.75,,,7.50,7.75,[],8.40,8.00,,,8.40,
01011859,9.00,7.75,,,8.50,8.75,[],9.00,8.50,,,8.00,
01011860,6.00,7.75,,,7.08,7.50,[],5.60,8.50,,,6.40,
01011861,8.75,7.75,,,7.50,6.00,[],9.40,8.25,,,7.80,
01011862,8.25,8.25,,,8.25,8.25,[],7.20,7.00,,,7.40,
01011863,7.75,7.50,,,6.33,3.75,[],4.40,5.75,,,4.60,
01011864,7.25,8.50,,,7.50,6.75,[],8.00,8.25,,,6.60,
01011865,7.75,8.25,,,7.50,6.50,[],2.80,4.75,,,6.40,
01011866,8.00,9.00,,,8.58,8.75,[],6.00,8.00,,,8.20,
01011867,7.00,6.50,,,6.17,5.00,[],3.00,5.50,,,4.00,
01011868,7.25,7.75,,,7.25,6.75,[],7.80,7.25,,,7.40,
01011869,6.25,7.75,,,7.17,7.50,[],7.60,7.25,,,7.20,
01011870,5.75,7.75,,,6.50,6.00,[],4.80,6.50,,,7.20,
01011871,6.00,6.50,,,5.33,3.50,[],1.60,5.17,,,3.60,
01011872,5.75,8.75,,,6.92,6.25,[],9.00,9.00,,,7.60,
01011873,6.75,8.50,,,7.33,6.75,[],8.80,7.00,,,7.80,
01011874,6.00,7.25,,,6.33,5.75,[],7.40,9.25,,,8.00,
01011875,8.25,9.75,,,8.83,8.50,[],7.20,9.25,,,7.40,
01011876,6.75,7.00,,,6.67,6.25,[],7.00,6.50,,,8.00,
01011877,7.00,6.00,,,5.42,3.25,[],6.80,4.50,,,3.40,
01011878,6.75,6.75,,,6.58,6.25,[],7.60,6.00,,,8.20,
01011879,7.50,8.00,,,7.33,6.50,[],7.20,7.00,,,7.00,
01011880,9.00,7.25,,,7.50,6.25,[],8.80,7.75,,,9.00,
01011881,5.25,7.25,,,6.08,5.75,[],3.20,5.00,,,3.40,
01011882,7.00,8.25,,,7.33,6.75,[],8.40,6.50,,,7.40,
01011883,5.50,7.25,,,6.25,6.00,[],6.00,6.00,,,6.40,
01011884,6.00,8.25,,,7.08,7.00,[],5.60,6.75,,,6.60,
01011885,7.25,8.50,,,7.75,7.50,[],8.80,7.50,,,7.40,
01011887,7.00,8.50,,,7.67,7.50,[],6.00,7.75,,,7.20,
01011888,7.00,8.75,,,8.17,8.75,[],7.40,8.50,,,8.20,
01011889,8.75,7.75,,,8.25,8.25,[],9.00,7.00,,,8.40,
01011890,7.50,9.00,,,7.83,7.00,[],7.60,7.00,,,7.80,
01011891,7.25,8.50,,,7.58,7.00,[],9.20,7.00,,,8.40,
01011892,7.00,9.25,,,8.08,8.00,[],7.80,8.00,,,8.40,
01011893,6.00,7.75,,,6.75,6.50,[],8.20,6.75,,,4.00,
01011894,6.25,7.75,,,7.25,7.75,[],7.60,8.50,,,8.00,
01011895,6.75,7.75,,,6.75,5.75,[],7.60,5.75,,,5.00,
01011896,6.00,6.75,,,6.42,6.50,[],7.00,7.00,,,8.40,
01011897,,,7.50,6.50,,,[],7.40,5.50,,4.25,8.40,7.75
01011898,,,7.75,5.92,,,[],7.60,4.00,,3.50,8.80,6.50
01011899,,,5.50,6.08,,,[],8.40,5.25,,4.75,8.00,8.00
01011900,,,7.25,6.08,,,[],5.80,3.50,,2.75,8.60,8.25
01011901,,,8.25,7.17,,,[],9.00,7.83,,8.25,8.40,5.00
01011902,,,4.75,5.00,,,[],2.80,7.75,,4.75,7.20,5.50
01011903,,,7.75,5.67,,,[],8.20,5.00,,5.50,7.20,3.75
01011904,,,4.25,4.83,,,[],8.40,6.50,,4.00,9.00,6.25
01011905,,,4.25,3.75,,,[],6.60,4.75,,3.75,6.80,3.25
01011906,,,4.25,5.58,,,[],8.80,6.00,,4.50,8.20,8.00
01011907,,,7.75,6.25,,,[],8.60,6.75,,3.50,7.00,7.50
01011908,,,5.25,6.75,,,[],9.00,8.25,,5.50,8.40,9.50
01011909,,,8.25,7.67,,,[],7.00,5.25,,6.50,8.60,8.25
01011910,,,6.75,6.17,,,[],7.60,7.25,,4.50,8.40,7.25
01011911,,,5.75,6.08,,,[],8.80,7.00,,4.75,8.60,7.75
01011912,,,4.00,5.00,,,[],7.20,6.75,,4.50,8.40,6.50
01011913,,,3.25,4.50,,,[],6.40,2.00,,2.75,7.60,7.50
01011914,,,4.00,4.83,,,[],7.20,6.25,,4.75,8.00,5.75
01011915,,,8.50,6.50,,,[],2.60,4.25,,2.25,8.80,8.75
01011916,,,8.00,6.08,,,[],6.20,5.00,,5.00,7.60,5.25
01011917,,,5.50,6.33,,,[],8.60,6.25,,6.00,8.00,7.50
01011918,,,5.00,5.33,,,[],5.60,7.50,,3.50,7.60,7.50
01011919,,,5.00,5.58,,,[],9.60,7.25,,4.00,7.60,7.75
01011920,,,5.50,5.58,,,[],8.20,8.50,,4.00,8.60,7.25
01011921,,,8.25,7.42,,,[],6.80,5.50,,4.25,9.00,9.75
01011922,,,5.50,6.58,,,[],7.60,6.50,,5.50,8.60,8.75
01011923,,,4.50,4.25,,,[],8.40,6.25,,3.75,9.00,4.50
01011924,,,9.00,6.42,,,[],7.00,6.67,,3.75,8.40,6.50
01011925,,,3.00,4.08,,,[],5.80,4.00,,3.25,7.20,6.00
01011926,,,3.50,4.92,,,[],8.40,4.50,,3.50,8.20,7.75
01011927,,,5.00,5.00,,,[],6.20,7.00,,4.75,7.40,5.25
01011928,,,2.75,5.08,,,[],7.60,6.00,,4.75,8.20,7.75
01011929,,,4.50,4.50,,,[],7.60,4.00,,3.25,8.60,5.75
01011930,,,3.00,3.83,,,[],6.80,7.00,,3.75,7.40,4.75
01011931,,,6.75,5.75,,,[],4.40,4.75,,6.50,8.20,4.00
01011932,,,3.50,5.00,,,[],5.60,6.00,,5.00,6.80,6.50
01011933,,,6.00,6.42,,,[],8.80,6.50,,4.50,8.00,8.75
01011934,,,6.50,5.75,,,[],8.40,7.50,,4.00,7.20,6.75
01011935,,,4.00,5.67,,,[],9.00,8.50,,4.75,8.40,8.25
01011936,,,6.75,6.75,,,[],8.40,7.00,,5.75,8.00,7.75
01011937,,,7.25,5.33,,,[],9.00,6.00,,3.75,8.60,5.00
01011938,,,3.25,3.67,,,[],8.80,6.25,,4.00,5.20,3.75
01011939,,,5.50,5.50,,,[],8.60,7.75,,4.25,8.60,6.75
01011940,,,3.75,6.08,,,[],8.60,8.25,,5.25,8.80,9.25
01011941,,,8.25,6.83,,,[],6.40,6.75,,3.50,8.60,8.75
01011942,,,4.75,5.25,,,[],9.00,6.50,,3.75,7.80,7.25
01011943,,,4.00,4.50,,,[],7.80,5.00,,3.50,8.20,6.00
01011944,,,8.75,7.25,,,[],9.40,6.25,,5.25,7.40,7.75
01011945,,,8.25,7.83,,,[],8.60,5.50,,8.50,8.20,6.75
01011946,,,7.50,5.75,,,[],5.00,7.75,,3.25,7.80,6.50
01011947,,,6.25,6.33,,,[],7.20,8.00,,5.25,8.40,7.50
01011948,,,3.75,5.58,,,[],9.40,8.25,,4.00,9.00,9.00
01011949,,,4.25,5.83,,,[],9.00,7.50,,5.50,8.40,7.75
01011950,,,2.00,4.33,,,[],7.40,4.75,,3.50,8.20,7.50
01011951,,,4.75,6.08,,,[],8.80,7.75,,6.25,7.60,7.25
01011952,,,9.25,7.67,,,[],5.20,7.25,,5.25,8.00,8.50
01011953,,,3.50,4.92,,,[],8.60,8.00,,3.75,7.80,7.50
01011954,5.25,7.75,,,7.00,8.00,[],7.20,7.75,,,6.20,
01011955,,,4.75,4.75,,,[],6.20,8.50,,3.75,6.80,5.75
01011956,,,3.75,5.83,,,[],6.60,6.75,,5.50,7.20,8.25
01011957,,,7.25,6.83,,,[],8.40,5.25,,4.50,8.20,8.75
01011958,,,3.50,5.42,,,[],7.60,5.00,,5.25,7.60,7.50
01011959,,,6.75,6.00,,,[],4.80,6.67,,4.50,7.40,6.75
01011960,,,6.50,6.08,,,[],8.60,7.25,,5.00,8.20,6.75
01011961,,,7.75,6.83,,,[],5.40,6.25,,5.00,8.60,7.75
01011962,,,3.50,5.00,,,[],8.40,6.50,,5.50,8.60,6.00
01011963,,,3.00,5.17,,,[],8.00,6.50,,5.25,7.80,7.25
01011964,,,5.50,6.00,,,[],9.20,6.75,,4.50,8.20,8.00
01011965,,,8.00,6.50,,,[],5.80,5.50,,4.00,7.60,7.50
01011966,,,4.50,6.33,,,[],8.20,7.50,,5.25,9.60,9.25
01011967,,,3.50,4.67,,,[],7.00,5.75,,2.75,8.80,7.75
01011968,,,6.00,6.75,,,[],8.80,6.00,,5.25,8.80,9.00
01011969,,,7.75,6.67,,,[],7.20,6.00,,4.50,8.20,7.75
01011970,,,4.50,5.58,,,[],6.20,8.00,,4.50,8.20,7.75
01011971,,,8.50,5.67,,,[],9.20,5.25,,6.00,8.00,2.50
01011972,,,8.75,6.00,,,[],7.60,7.75,,3.25,8.80,6.00
01011973,,,3.50,4.42,,,[],6.00,6.25,,3.75,7.20,6.00
01011974,5.50,7.25,,,6.75,7.50,[],9.00,8.75,,,8.00,
01011975,6.25,8.75,,,7.08,6.25,[],5.60,8.00,,,7.20,
01011976,7.00,8.00,,,7.67,8.00,[],8.40,8.75,,,8.40,
01011977,6.50,8.25,,,6.92,6.00,[],4.40,7.75,,,4.60,
01011978,7.00,7.50,,,6.75,5.75,[],5.20,7.50,,,5.80,
01011979,6.75,8.50,,,6.83,5.25,[],6.60,7.25,,,6.00,
01011980,7.75,9.00,,,8.42,8.50,[],9.60,7.75,,,8.80,
01011981,7.25,8.75,,,8.42,9.25,[],9.00,8.25,,,8.00,
01011982,6.25,8.75,,,7.83,8.50,[],8.60,9.25,,,8.60,
01011983,6.50,5.25,,,5.67,5.25,[],3.20,8.25,,,6.00,
01011984,6.00,8.25,,,7.00,6.75,[],7.80,8.00,,,7.80,
01011985,8.25,8.75,,,8.50,8.50,[],9.20,9.00,,,8.80,
01011986,7.25,9.00,,,7.83,7.25,[],8.00,9.50,,,7.00,
01011987,8.00,8.25,,,7.33,5.75,[],7.00,6.75,,,7.40,
01011988,6.75,8.00,,,7.58,8.00,[],4.20,7.50,,,7.00,
01011989,6.00,6.75,,,6.25,6.00,[],9.00,8.25,,,7.80,
01011990,6.75,7.25,,,6.50,5.50,[],7.40,7.50,,,8.00,
01011991,9.50,9.50,,,9.17,8.50,[],9.60,8.50,,,8.40,
01011992,8.25,9.25,,,8.83,9.00,[],8.00,7.50,,,7.40,
01011993,6.75,8.25,,,7.17,6.50,[],4.80,7.00,,,7.40,
01011994,6.25,8.25,,,7.17,7.00,[],5.80,8.00,,,7.20,
01011995,5.50,9.00,,,7.42,7.75,[],9.00,8.00,,,7.20,
01011996,5.25,8.50,,,6.83,6.75,[],8.40,8.00,,,5.80,
01011997,6.50,9.00,,,7.67,7.50,[],9.00,8.75,,,8.20,
01011998,5.50,8.75,,,7.58,8.50,[],9.00,8.50,,,7.40,
01011999,7.00,9.00,,,7.58,6.75,[],8.40,9.25,,,8.00,
01012000,6.50,8.50,,,7.00,6.00,[],9.80,5.50,,,7.80,
01012001,5.50,7.25,,,5.92,5.00,[],2.60,7.75,,,3.40,
01012002,7.25,7.75,,,7.00,6.00,[],8.60,8.75,,,6.80,
01012003,7.50,9.00,,,8.50,9.00,[],7.20,9.00,,,8.00,
01012004,6.25,7.00,,,6.08,5.00,[],7.00,8.75,,,7.20,
01012005,6.75,8.75,,,7.67,7.50,[],8.80,8.75,,,8.00,
01012006,7.00,8.00,,,7.58,7.75,[],7.60,9.00,,,8.20,
01012007,6.75,7.50,,,7.17,7.25,[],5.00,8.75,,,5.80,
01012008,6.75,7.00,,,6.08,4.50,[],3.20,5.75,,,3.60,
01012009,8.00,7.25,,,7.33,6.75,[],7.00,7.00,,,8.80,
01012010,7.25,8.50,,,8.42,9.50,[],8.00,7.00,,,7.00,
01012011,5.00,7.25,,,6.08,6.00,[],,5.25,,,5.60,
01012012,,,6.50,5.75,,,[],,6.25,,4.75,7.00,6.00
01012013,,,8.75,7.58,,,[],7.40,5.25,,8.75,7.80,5.25
01012014,,,8.00,6.92,,,[],8.20,6.00,,4.50,8.00,8.25
01012015,8.00,8.00,,,8.17,8.50,[],,6.25,,,8.00,
01012016,,,7.75,6.75,,,[],8.80,3.50,,4.50,8.40,8.00
01012017,,,4.75,3.75,,,[],4.40,6.25,,2.25,5.80,4.25
01012018,,,4.75,5.00,,,[],7.80,5.50,,3.50,8.40,6.75
01012019,6.25,8.25,,,7.33,7.50,[],,6.25,,,7.40,
01012020,,,8.75,7.58,,,[],7.40,5.50,,8.75,9.00,5.25
01012021,,,5.25,6.08,,,[],9.20,7.25,,4.25,8.80,8.75
01012022,,,8.00,5.17,,,[],9.00,6.75,,3.75,8.20,3.75
01012023,,,8.25,6.17,,,[],7.40,8.25,,3.25,7.80,7.00
01012024,,,7.25,6.83,,,[],9.20,8.25,,4.50,8.60,8.75
01012025,,,4.00,4.75,,,[],8.00,6.33,,3.25,8.20,7.00
01012026,,,4.00,5.42,,,[],8.20,7.50,,4.50,8.00,7.75
01012027,,,3.50,5.50,,,[],9.20,7.00,,4.25,8.20,8.75
01012028,,,4.75,5.58,,,[],9.20,6.25,,3.50,7.80,8.50
01012029,8.00,8.25,,,7.92,7.50,[],8.40,9.00,,,8.80,
01012030,,,5.00,5.58,,,[],8.60,6.50,,4.00,8.60,7.75
01012031,6.75,8.50,,,7.25,6.50,[],8.20,8.00,,,5.40,
01012032,,,7.00,6.75,,,[],6.00,7.50,,5.25,8.40,8.00
01012033,,,7.50,6.33,,,[],7.80,7.00,,4.00,8.60,7.50
01012034,,,8.25,7.50,,,[],8.20,8.75,,8.50,8.00,5.75
01012035,8.50,7.75,,,8.17,8.25,[],9.00,7.75,,,7.60,
01012036,,,2.50,4.00,,,[],6.40,5.91,,2.25,6.80,7.25
01012037,,,7.75,7.50,,,[],7.40,6.50,,7.75,8.00,7.00
01012038,,,8.25,7.08,,,[],6.80,6.25,,4.50,8.60,8.50
01012039,,,5.75,5.08,,,[],6.80,6.50,,3.75,6.40,5.75
01012040,,,8.25,7.25,,,[],8.80,6.50,,5.50,8.40,8.00
01012041,8.50,8.50,,,8.17,7.50,[],,7.25,,,7.60,
01012042,,,9.00,7.08,,,[],8.80,8.75,,3.75,8.80,8.50
01012043,,,7.50,7.42,,,[],9.00,6.50,,5.75,9.00,9.00
01012044,,,8.75,6.75,,,[],6.20,5.50,,3.00,8.80,8.50
01012045,,,6.00,5.83,,,[],8.20,7.00,,5.25,8.00,6.25
01012047,,,7.75,5.50,,,[],8.40,8.25,,3.00,8.20,5.75
01012048,,,4.25,5.25,,,[],9.00,7.75,,3.75,8.80,7.75
01012049,8.50,8.50,,,8.25,7.75,[],,9.00,,,6.60,
01012050,,,8.75,7.75,,,[],8.40,7.75,,6.00,9.40,8.50
01012051,,,7.00,7.00,,,[],6.80,5.00,,6.00,8.00,8.00
01012052,,,4.25,4.92,,,[],7.40,8.50,,4.00,8.40,6.50
01012053,,,7.25,6.50,,,[],6.60,8.25,,7.75,8.00,4.50
01012054,,,6.00,4.50,,,[],6.00,8.00,,4.00,7.40,3.50
01012055,8.25,7.75,,,7.33,6.00,[],6.60,7.25,,,7.20,
01012056,,,6.00,6.58,,,[],7.80,7.75,,4.75,9.60,9.00
01012057,,,5.75,5.08,,,[],3.20,7.50,,5.25,7.80,4.25
01012058,,,8.25,6.33,,,[],7.80,7.50,,4.25,8.20,6.50
01012059,,,3.25,4.92,,,[],8.60,4.50,,4.00,7.60,7.50
01012060,,,7.25,6.08,,,[],6.00,7.50,,4.50,9.00,6.50
01012061,,,2.00,3.75,,,[],6.60,6.00,,4.50,6.40,4.75
01012062,,,8.50,7.42,,,[],7.00,6.50,,7.25,8.00,6.50
01012064,,,7.50,6.50,,,[],7.80,7.00,,4.75,7.40,7.25
01012065,,,7.50,6.83,,,[],9.20,6.50,,4.50,8.40,8.50
01012066,,,8.25,5.58,,,[],8.20,7.25,,4.75,8.80,3.75
01012067,,,5.75,5.00,,,[],9.40,8.00,,3.50,8.40,5.75
01012068,8.75,8.00,,,8.42,8.50,[],9.00,8.50,,,8.20,
01012069,,,8.00,7.33,,,[],6.20,8.50,,5.50,8.80,8.50
01012070,,,3.25,4.50,,,[],8.40,8.00,,5.00,8.80,5.25
01012071,5.75,7.00,,,5.83,4.75,[],5.60,7.25,,,7.60,
01012072,5.75,9.00,,,7.67,8.25,[],8.00,8.00,,,8.20,
01012073,6.50,8.50,,,7.50,7.50,[],7.40,6.50,,,8.40,
01012074,6.75,8.75,,,7.83,8.00,[],8.80,8.50,,,7.80,
01012075,6.75,7.75,,,6.83,6.00,[],9.60,5.00,,,7.20,
01012076,7.25,9.25,,,8.33,8.50,[],8.80,8.75,,,8.00,
01012077,8.75,9.25,,,8.33,7.00,[],9.00,8.75,,,8.40,
01012078,6.75,6.50,,,6.67,6.75,[],8.20,8.50,,,7.40,
01012079,7.75,8.00,,,7.83,7.75,[],7.80,8.00,,,6.40,
01012080,5.50,6.50,,,5.50,4.50,[],4.40,6.75,,,5.40,
01012081,7.50,9.00,,,8.58,9.25,[],6.00,8.75,,,7.00,
01012082,6.00,6.25,,,5.75,5.00,[],3.20,8.00,,,7.00,
01012083,5.00,7.25,,,5.92,5.50,[],3.20,8.50,,,3.40,
01012084,9.00,9.00,,,8.75,8.25,[],8.20,7.75,,,7.60,
01012085,6.00,7.75,,,7.75,9.50,[],8.80,6.50,,,8.00,
01012086,8.25,9.25,,,8.67,8.50,[],9.40,7.75,,,5.00,
01012087,5.75,8.00,,,6.75,6.50,[],2.00,7.17,,,5.80,
01012088,5.25,7.75,,,6.50,6.50,[],8.40,7.00,,,8.20,
01012089,,,5.25,6.25,,,[],7.80,7.50,,6.00,8.00,7.50
01012090,,,7.50,4.92,,,[],7.40,4.75,,4.00,6.80,3.25
01012091,,,5.50,5.67,,,[],8.00,4.50,,4.75,7.60,6.75
01012092,6.25,7.75,,,6.83,6.50,[],9.60,8.25,,,7.20,
01012093,6.50,7.25,,,6.83,6.75,[],7.00,7.00,,,6.60,
01012094,7.75,8.25,,,8.25,8.75,[],4.80,6.25,,,7.00,
01012095,5.25,5.75,,,4.75,3.25,[],2.40,4.25,,,4.60,
01012096,6.75,7.75,,,6.83,6.00,[],7.40,7.00,,,7.00,
01012097,7.00,9.00,,,7.92,7.75,[],6.40,8.00,,,7.20,
01012098,,,8.00,6.25,,,[],8.80,8.25,,5.25,8.00,5.50
01012099,7.25,8.50,,,8.33,9.25,[],9.80,7.75,,,8.80,
