Code,Toan,NguVan,NgoaiNgu,VatLi,HoaHoc,SinhHoc,KHTN,DiaLi,LichSu,GDCD,KHXH
64000081,7.40,7.00,5.60,7.00,7.25,7.25,7.17,,,,
64000082,6.00,6.50,6.60,8.00,5.75,7.00,6.92,,,,
64000083,4.00,6.50,2.80,,,,,5.75,6.00,7.75,6.50
64000084,2.80,5.75,,,,,,6.00,5.75,,
64000085,7.00,7.00,4.40,,,,,5.50,6.75,8.50,6.92
64000086,6.60,6.50,5.80,,,,,5.75,5.75,9.00,6.83
64000087,6.40,6.00,2.20,5.50,7.25,5.50,6.08,,,,
64000088,7.60,7.25,7.40,6.75,6.25,5.75,6.25,,,,
64000089,7.20,8.25,5.20,,,,,8.00,8.25,10.00,8.75
64000090,4.40,7.50,,,,,,5.50,5.00,,
64000091,6.40,5.50,4.20,3.50,8.00,6.50,6.00,,,,
64000092,4.80,6.00,3.20,,,,,5.00,4.25,7.00,5.42
64000093,4.80,5.50,,,,,,5.25,4.25,,
64000094,5.80,7.50,4.80,,,,,7.00,7.50,8.75,7.75
64000095,5.00,7.50,2.80,,,,,6.25,3.75,7.00,5.67
64000096,6.60,6.25,3.80,6.50,7.00,6.75,6.75,,,,
64000097,8.20,6.75,5.20,6.75,8.25,6.00,7.00,,,,
64000098,6.60,6.75,4.00,,,,,6.25,7.00,8.25,7.17
64000099,,5.00,,,,,,5.75,6.25,,
64000100,6.60,7.00,4.80,,,,,6.25,5.00,8.25,6.50
64000101,4.20,6.75,3.40,,,,,5.00,3.75,7.75,5.50
64000102,4.60,6.75,5.00,6.50,6.50,5.25,6.08,,,,
64000103,7.40,7.25,4.40,,,,,7.75,7.00,9.75,8.17
64000104,5.60,6.25,4.60,,,,,3.75,3.75,5.75,4.42
64000105,,6.00,,,,,,5.50,3.75,,
64000106,3.40,3.50,,,,,,5.00,3.75,,
64000107,2.60,5.50,,,,,,3.75,3.50,,
64000108,4.60,7.00,5.00,,,,,6.25,7.25,9.00,7.50
64000109,7.40,7.00,4.00,6.25,7.75,7.75,7.25,,,,
64000110,2.80,2.50,,,,,,3.00,3.50,,
64000111,8.20,6.50,5.60,8.50,7.25,6.50,7.42,,,,
64000112,4.80,6.00,4.20,,,,,4.75,3.75,6.75,5.08
64000113,5.20,7.00,4.60,,,,,6.50,7.00,8.75,7.42
64000114,7.00,7.50,5.20,7.25,8.25,6.50,7.33,,,,
64000115,4.00,,,,4.50,5.75,,,,,
64000116,5.20,7.00,4.20,,,,,4.00,5.50,8.00,5.83
64000117,5.40,7.00,3.80,,,,,4.25,4.50,7.50,5.42
64000118,,,4.00,,,,,,,,
64000119,3.40,5.50,3.00,,,,,6.00,4.50,8.25,6.25
64000120,6.20,6.75,4.00,,,,,7.25,6.75,7.50,7.17
64000121,5.60,6.50,,,,,,5.75,4.75,,
64000122,6.20,7.00,3.60,,,,,5.50,5.00,8.25,6.25
64000123,6.40,6.75,4.40,,,,,5.75,4.00,7.25,5.67
64000124,6.80,7.50,5.20,,,,,6.50,5.50,8.25,6.75
64000125,4.00,6.75,4.40,,,,,5.50,3.50,7.50,5.50
64000126,5.60,7.25,3.80,,,,,4.75,5.50,8.25,6.17
64000127,,8.75,9.00,,,,,,9.00,,
64000128,4.20,5.75,3.20,,,,,4.25,4.00,6.75,5.00
64000129,3.00,5.75,,,,,,4.00,2.75,,
64000130,8.20,8.25,8.20,8.00,8.00,6.25,7.42,,,,
64000131,2.80,6.75,2.40,,,,,4.25,4.25,5.25,4.58
64000132,6.20,8.75,4.80,,,,,7.75,8.25,9.75,8.58
64000133,4.40,7.50,4.00,,,,,4.25,2.75,8.50,5.17
64000134,3.60,5.50,,,,,,4.75,3.50,,
64000135,6.40,6.75,4.00,,,,,6.75,7.50,9.50,7.92
64000136,5.80,7.00,,,,,,5.75,6.00,,
64000137,5.40,8.00,3.20,,,,,6.50,5.25,8.00,6.58
64000138,5.60,6.50,4.00,,,,,6.25,5.00,6.75,6.00
64000139,5.20,7.00,5.00,,,,,7.00,6.75,9.50,7.75
64000140,7.60,6.25,5.00,7.00,7.25,7.25,7.17,,,,
64000141,6.40,7.25,4.00,,,,,5.25,6.25,7.25,6.25
64000142,6.40,7.00,4.80,,,,,6.00,7.50,9.50,7.67
64000143,3.60,6.00,,,,,,3.75,5.25,,
64000144,6.80,6.75,4.60,6.50,6.50,5.00,6.00,,,,
64000145,6.60,6.25,5.20,,,,,4.75,4.00,8.00,5.58
64000146,7.60,7.75,5.40,,,,,6.50,5.25,9.00,6.92
64000147,5.20,7.00,3.80,,,,,6.50,4.50,8.50,6.50
64000148,5.00,6.50,5.00,,,,,5.25,4.00,8.25,5.83
64000149,5.80,8.50,3.40,,,,,7.25,8.00,8.50,7.92
64000150,6.40,8.00,,,,,,7.75,6.50,,
64000151,7.80,7.75,7.80,,,,,5.75,7.50,9.50,7.58
64000152,7.20,8.00,5.00,,,,,7.00,8.25,9.75,8.33
64000153,4.40,7.00,2.20,,,,,4.75,3.50,8.50,5.58
64000154,5.60,8.00,3.40,,,,,5.25,5.25,8.50,6.33
64000155,3.20,7.75,1.80,,,,,5.75,3.00,8.00,5.58
64000156,,7.00,,,,,,5.50,4.50,,
64000157,3.80,6.75,,,,,,5.50,4.75,,
64000158,7.00,6.25,3.00,7.00,6.75,5.00,6.25,,,,
64000159,4.80,7.00,4.20,,,,,5.75,5.50,6.00,5.75
64000160,6.60,7.50,6.00,,,,,,9.00,,
64000161,7.40,6.75,3.40,7.50,7.25,4.50,6.42,,,,
64000162,7.00,8.25,5.80,,,,,8.50,10.00,9.50,9.33
64000163,6.00,7.75,4.20,,,,,5.25,8.25,8.75,7.42
64000164,6.00,7.00,3.80,6.25,5.25,5.00,5.50,,,,
64000165,3.20,5.00,,,,,,2.75,4.00,,
64000166,5.20,7.75,2.00,,,,,7.75,8.25,8.75,8.25
64000167,2.60,5.50,,,,,,4.75,3.75,,
64000168,,6.50,,,,,,5.75,4.75,,
64000169,4.60,7.00,,,,,,6.50,7.25,,
64000170,4.20,5.25,,,,,,4.75,3.75,,
64000171,7.00,7.50,4.00,,,,,5.50,4.25,8.00,5.92
64000172,6.80,7.50,3.60,,,,,6.75,6.25,9.25,7.42
64000173,6.20,8.00,5.80,,,,,4.75,6.00,9.25,6.67
64000174,4.40,6.75,2.00,,,,,5.25,3.75,6.75,5.25
64000175,7.00,7.50,5.00,7.25,7.00,8.25,7.50,,,,
64000176,4.20,7.50,2.40,,,,,5.50,7.50,7.00,6.67
64000177,5.20,7.00,4.60,,,,,4.75,4.50,7.50,5.58
64000178,3.40,6.75,,,,,,6.50,4.25,,
64000179,3.80,7.00,3.80,,,,,6.00,6.25,8.50,6.92
64000180,4.20,7.50,3.60,,,,,5.00,6.00,7.00,6.00
64000181,4.80,7.25,3.60,,,,,5.75,6.00,8.00,6.58
64000182,2.80,3.25,,,,,,3.75,5.00,,
64000183,3.40,6.75,,,,,,3.75,5.75,,
64000184,5.60,5.75,3.20,3.50,5.00,7.50,5.33,,,,
64000185,7.60,7.00,4.00,,,,,8.75,8.75,9.25,8.92
64000186,,8.00,,,,,,7.50,9.50,,
64000187,4.40,5.75,3.80,,,,,4.75,5.50,6.75,5.67
64000188,5.20,6.25,3.80,,,,,3.75,4.50,7.50,5.25
64000189,6.00,7.50,5.60,,,,,5.50,7.00,9.50,7.33
64000190,7.00,6.75,5.80,,,,,6.75,6.25,8.75,7.25
64000191,6.80,8.25,8.40,,,,,5.00,7.00,9.25,7.08
64000192,4.80,6.25,3.20,,,,,4.50,6.00,8.00,6.17
64000193,3.80,4.25,,,,,,3.00,3.75,,
64000194,4.40,6.75,,,,,,6.75,5.75,,
64000195,8.40,8.50,7.40,6.75,8.25,8.25,7.75,,,,
64000196,5.80,7.50,3.40,,,,,7.25,7.25,9.25,7.92
64000197,6.40,7.00,4.40,,,,,7.00,4.50,9.25,6.92
64000198,8.00,4.50,3.80,6.75,7.25,5.50,6.50,,,,
64000199,7.00,6.50,3.80,,,,,5.50,5.25,8.00,6.25
64000200,4.80,,,6.25,6.00,,,,,,
64000201,4.40,8.00,5.20,,,,,5.50,3.50,8.50,5.83
64000202,4.00,5.50,,,,,,5.75,6.50,,
64000203,6.00,7.50,6.40,,,,,6.25,8.25,10.00,8.17
64000204,7.20,8.00,3.40,,,,,5.50,7.75,9.25,7.50
64000205,5.80,8.00,4.60,,,,,6.75,7.00,8.75,7.50
64000206,8.40,6.50,5.00,7.00,7.75,6.75,7.17,,,,
64000207,3.40,3.75,,,,,,3.75,4.00,,
64000208,7.80,8.00,5.60,,,,,7.25,9.25,9.25,8.58
64000209,4.80,6.75,,,,,,6.00,4.75,,
64000210,6.40,8.00,5.60,,,,,5.75,6.00,9.75,7.17
64000211,6.60,6.50,3.40,6.00,7.00,6.50,6.50,,,,
64000212,6.20,7.75,2.80,,,,,5.50,6.75,7.75,6.67
64000213,5.40,7.75,3.40,,,,,5.25,5.75,8.00,6.33
64000214,6.00,7.00,5.20,,,,,5.75,6.75,8.25,6.92
64000215,3.60,3.75,,,,,,5.75,5.00,,
64000216,4.40,5.75,3.20,,,,,6.75,6.50,8.50,7.25
64000217,8.00,8.00,,6.00,8.25,9.00,7.75,,,,
64000218,2.60,4.00,,,,,,4.50,3.25,,
64000219,7.40,7.75,3.60,,,,,6.00,5.00,9.25,6.75
64000220,5.60,6.50,3.40,,,,,5.25,6.25,9.00,6.83
64000221,7.60,6.00,6.20,7.25,7.50,6.50,7.08,,,,
64000222,4.40,4.00,,,,,,6.75,4.50,,
64000223,3.80,5.50,,,,,,5.50,3.25,,
64000224,5.80,6.25,4.00,,,,,5.75,5.75,8.25,6.58
64000225,5.20,5.25,,,,,,6.25,5.75,,
64000226,3.40,3.75,,,,,,3.00,4.25,,
64000227,3.20,6.25,3.40,,,,,4.50,5.00,7.50,5.67
64000228,4.80,6.00,,,,,,5.25,4.75,,
64000229,7.00,7.50,7.60,,,,,5.75,5.75,9.50,7.00
64000230,4.80,7.25,3.40,,,,,5.25,5.00,8.00,6.08
64000231,5.80,6.75,5.20,,,,,6.50,5.25,9.00,6.92
64000232,6.80,7.75,4.80,,,,,6.00,6.25,9.25,7.17
64000233,4.80,6.00,3.60,,,,,6.25,3.00,6.75,5.33
64000234,6.80,7.25,3.00,,,,,6.25,6.00,9.00,7.08
64000235,6.40,7.00,3.60,,,,,6.25,7.50,8.50,7.42
64000236,7.40,6.25,2.20,7.50,5.00,6.50,6.33,,,,
64000237,7.00,7.25,4.80,,,,,7.50,7.75,9.50,8.25
64000238,6.00,5.50,5.20,5.50,8.25,7.50,7.08,,,,
64000239,3.40,7.00,,,,,,6.00,5.50,,
64000240,5.00,8.00,5.20,,,,,6.25,5.50,8.00,6.58
64000241,7.20,6.75,5.40,,,,,6.25,6.75,8.75,7.25
64000242,4.20,6.50,,,,,,5.75,6.75,,
64000243,5.20,8.00,5.60,,,,,7.00,7.75,8.25,7.67
64000244,5.00,6.50,,,,,,5.75,6.00,,
64000245,6.20,8.00,6.40,,,,,6.75,7.75,9.00,7.83
64000246,6.60,8.50,5.00,,,,,5.75,5.50,9.50,6.92
64000247,7.20,,,8.00,,,,,,,
64000248,6.40,4.50,2.60,5.00,6.25,6.25,5.83,,,,
64000249,6.80,7.00,5.00,7.00,7.75,6.50,7.08,,,,
64000250,7.60,5.50,3.40,5.75,6.75,6.00,6.17,,,,
64000251,,7.75,,,,,,5.25,6.75,,
64000252,6.00,7.50,4.60,6.25,3.75,6.50,5.50,,,,
64000253,5.20,8.25,5.00,,,,,6.50,4.25,7.00,5.92
64000254,5.00,7.00,5.60,,,,,6.00,6.50,9.00,7.17
64000255,,9.00,,,,,,6.75,9.00,9.00,8.25
64000256,,5.00,,,,,,5.00,2.75,,
64000257,7.60,8.00,3.60,7.50,8.50,7.00,7.67,,,,
64000258,5.80,6.00,4.20,,,,,5.75,6.25,7.75,6.58
64000259,3.60,5.00,,,,,,4.75,2.25,,
64000260,3.60,6.00,4.40,,,,,5.25,4.75,7.25,5.75
64000261,4.00,6.50,,,,,,5.50,6.00,,
64000262,3.20,5.50,2.80,,,,,4.75,5.50,7.25,5.83
64000263,5.60,5.50,4.20,,,,,6.50,4.50,7.50,6.17
64000264,5.20,6.75,5.00,,,,,6.00,7.25,9.50,7.58
64000265,4.20,5.75,,,,,,6.00,5.00,,
64000266,6.80,5.50,5.20,7.00,7.00,8.25,7.42,,,,
64000267,6.60,8.50,6.00,,,,,6.00,5.75,8.75,6.83
64000268,6.60,7.50,2.80,,,,,6.50,3.50,8.50,6.17
64000269,5.40,8.25,4.80,,,,,5.00,8.00,9.25,7.42
64000270,5.00,7.00,2.80,,,,,4.75,5.00,7.75,5.83
64000271,7.20,6.75,4.00,5.75,6.50,7.25,6.50,,,,
64000272,6.00,7.00,3.40,,,,,4.75,6.75,8.00,6.50
64000273,4.80,5.50,4.00,,,,,6.00,5.00,8.00,6.33
64000274,7.60,8.75,6.00,,,,,8.00,9.00,8.50,8.50
64000275,3.40,5.75,3.20,,,,,6.25,5.25,8.50,6.67
64000276,5.40,6.00,2.80,,,,,4.50,4.75,8.25,5.83
64000277,4.80,6.00,2.20,,,,,6.00,6.25,7.00,6.42
64000278,8.80,7.25,8.00,7.75,8.25,7.50,7.83,,,,
64000279,4.80,7.00,3.00,,,,,4.25,3.75,7.00,5.00
64000280,6.60,6.50,4.00,6.00,7.50,6.00,6.50,,,,
64000281,5.20,8.25,3.60,,,,,7.25,8.25,8.00,7.83
64000282,8.20,8.50,4.20,7.25,7.00,6.25,6.83,,,,
64000283,7.60,7.50,6.00,,,,,7.00,7.50,9.75,8.08
64000284,6.20,6.25,4.60,,,,,4.75,5.50,6.75,5.67
64000285,5.40,6.25,2.40,,,,,4.50,6.75,8.00,6.42
64000286,6.80,7.50,4.80,6.75,8.50,7.50,7.58,,,,
64000287,5.40,5.75,5.40,5.00,7.00,5.00,5.67,,,,
64000288,3.40,5.00,2.20,,,,,5.75,4.50,7.25,5.83
64000289,5.80,6.25,2.00,,,,,5.00,6.00,7.50,6.17
64000290,7.60,6.50,5.60,8.25,8.75,8.25,8.42,,,,
64000291,6.60,7.75,6.00,6.00,7.00,6.00,6.33,,,,
64000292,4.20,5.75,3.20,,,,,5.25,5.25,6.50,5.67
64000293,6.20,8.25,3.80,,,,,6.50,6.25,9.75,7.50
64000294,3.80,6.50,3.20,,,,,5.75,6.25,8.25,6.75
64000295,6.20,7.00,3.00,,,,,5.75,6.00,8.75,6.83
64000296,8.40,8.75,5.40,7.25,7.50,6.75,7.17,,,,
64000297,6.80,8.75,4.20,,,,,7.00,6.50,9.25,7.58
64000298,7.20,6.00,5.00,6.50,5.75,7.25,6.50,,,,
64000299,4.00,5.00,3.00,,,,,5.50,4.25,5.50,5.08
64000300,5.80,7.00,2.40,,,,,6.00,6.00,9.50,7.17
64000301,7.00,7.75,6.80,7.50,6.50,6.50,6.83,,,,
64000302,8.00,7.00,4.60,8.50,7.75,8.25,8.17,,,,
64000303,6.00,8.50,4.00,,,,,6.50,8.50,9.75,8.25
64000304,7.60,8.25,4.80,,,,,6.25,6.25,9.25,7.25
64000305,8.40,5.75,6.40,7.75,8.25,6.00,7.33,,,,
64000306,4.60,6.75,3.20,,,,,3.75,4.00,7.75,5.17
64000307,3.40,5.25,2.40,,,,,5.75,5.75,6.00,5.83
64000308,5.60,8.00,3.80,,,,,5.75,6.50,7.75,6.67
64000309,5.60,7.00,3.80,,,,,5.00,5.25,8.00,6.08
64000310,4.60,5.00,2.80,,,,,5.25,2.50,7.00,4.92
64000311,7.60,6.25,2.80,,,,,6.75,5.75,8.50,7.00
64000312,5.40,6.75,5.60,,,,,5.50,6.75,8.50,6.92
64000313,4.80,5.50,3.80,,,,,6.00,5.50,7.00,6.17
64000314,7.80,7.50,4.60,7.75,8.75,8.25,8.25,,,,
64000315,7.60,6.75,5.80,7.00,8.25,8.75,8.00,,,,
64000316,5.40,6.25,2.60,,,,,7.00,7.25,9.25,7.83
64000317,5.00,5.25,5.40,,,,,5.00,5.25,7.00,5.75
64000318,5.20,6.50,3.40,,,,,4.75,5.50,6.75,5.67
64000319,4.60,6.50,2.40,5.25,6.50,4.75,5.50,,,,
64000320,4.20,6.00,2.60,,,,,3.75,5.25,7.00,5.33
64000321,6.20,7.75,5.00,,,,,6.50,5.75,9.25,7.17
64000322,7.60,7.00,7.20,8.50,7.00,8.00,7.83,,,,
64000323,5.40,7.00,3.40,,,,,6.25,4.50,6.50,5.75
64000324,6.00,7.25,4.00,,,,,5.75,5.75,8.75,6.75
64000325,5.20,7.75,3.80,,,,,6.00,7.00,9.00,7.33
64000326,5.80,5.75,3.80,,,,,6.50,6.50,8.25,7.08
64000327,5.80,7.00,5.40,6.00,5.50,5.75,5.75,,,,
64000328,5.80,6.25,1.80,5.50,7.00,5.00,5.83,,,,
64000329,5.80,7.00,3.40,,,,,6.25,6.50,8.25,7.00
64000330,6.80,7.00,4.80,,,,,6.75,8.00,10.00,8.25
64000331,6.60,8.75,4.60,,,,,7.75,8.75,9.00,8.50
64000332,5.20,6.50,2.80,,,,,6.50,3.00,6.00,5.17
64000333,4.20,5.25,1.60,,,,,4.25,3.75,6.75,4.92
64000334,4.20,6.75,1.60,,,,,3.75,4.75,8.00,5.50
64000335,5.00,6.25,4.20,,,,,7.00,5.00,8.75,6.92
64000336,3.40,7.75,3.00,,,,,5.25,8.25,8.50,7.33
64000337,4.00,7.00,2.20,,,,,4.50,4.50,7.00,5.33
64000338,7.80,7.00,4.00,8.25,8.75,6.25,7.75,,,,
64000339,8.00,5.25,6.60,7.75,7.25,5.25,6.75,,,,
64000340,4.20,7.00,4.60,,,,,6.25,6.00,9.25,7.17
64000341,6.80,6.50,5.60,7.50,7.50,6.50,7.17,,,,
64000342,4.20,7.00,2.20,,,,,4.75,4.25,6.50,5.17
64000343,8.60,7.75,5.00,6.75,7.00,4.50,6.08,,,,
64000344,6.20,6.75,3.00,,,,,5.75,5.00,8.00,6.25
64000345,5.60,5.75,3.20,,,,,5.50,6.00,9.00,6.83
64000346,3.20,6.50,1.60,,,,,5.50,5.75,8.00,6.42
64000347,5.80,5.00,4.40,,,,,5.00,4.50,7.75,5.75
64000348,8.40,7.00,6.60,8.50,8.50,9.25,8.75,,,,
64000349,6.20,8.00,5.80,,,,,7.50,7.75,9.25,8.17
64000350,7.20,6.25,1.80,7.25,7.75,5.50,6.83,,,,
64000351,7.40,5.75,9.20,8.00,6.25,6.00,6.75,,,,
64000352,6.00,7.25,3.00,,,,,7.50,6.50,8.75,7.58
64000353,8.00,7.50,3.40,,,,,6.00,6.75,9.00,7.25
64000354,5.60,6.75,3.60,,,,,6.75,4.50,6.50,5.92
64000355,6.60,7.00,3.20,,,,,7.25,8.50,8.50,8.08
64000356,7.00,9.00,7.20,,,,,7.50,8.75,9.25,8.50
64000357,5.00,6.75,4.00,,,,,7.00,4.75,7.75,6.50
64000358,2.80,6.50,3.40,,,,,6.75,6.50,8.50,7.25
64000359,6.60,6.50,6.80,,,,,5.75,7.00,8.75,7.17
64000360,3.00,5.25,2.60,,,,,5.25,7.00,7.00,6.42
64000361,6.00,6.25,2.80,,,,,7.75,7.75,9.75,8.42
64000362,4.80,5.00,3.60,,,,,7.25,8.50,8.50,8.08
64000363,4.40,6.25,5.20,,,,,5.25,5.00,7.75,6.00
64000364,8.40,6.25,6.20,8.25,8.25,8.00,8.17,,,,
64000365,5.20,6.75,4.40,,,,,5.25,4.00,8.50,5.92
64000366,4.20,6.25,3.00,,,,,5.50,4.50,7.00,5.67
64000367,4.80,7.00,4.00,,,,,4.75,4.75,8.25,5.92
64000368,7.00,8.75,4.60,,,,,6.75,7.75,9.25,7.92
64000369,7.60,7.25,6.00,,,,,7.75,7.75,10.00,8.50
64000370,7.40,7.00,4.40,7.00,9.00,7.25,7.75,,,,
64000371,8.60,8.75,7.60,,,,,8.50,9.50,9.50,9.17
64000372,4.40,7.50,5.40,,,,,5.50,6.50,8.50,6.83
64000373,2.80,7.00,3.00,,,,,4.25,4.50,8.75,5.83
64000374,3.80,4.00,6.80,,,,,5.25,5.25,8.50,6.33
64000375,3.60,7.25,3.00,,,,,6.75,6.75,9.00,7.50
64000376,3.60,6.00,1.80,,,,,5.75,3.75,6.50,5.33
64000377,4.20,6.00,2.60,,,,,5.25,6.00,7.25,6.17
64000378,7.00,8.75,5.40,,,,,6.75,8.75,9.00,8.17
64000379,5.40,6.75,3.60,,,,,5.00,7.75,6.50,6.42
64000380,6.20,8.00,5.60,,,,,7.25,7.50,8.25,7.67
64000381,5.00,6.50,3.40,,,,,5.25,4.75,8.00,6.00
64000382,5.40,7.00,3.60,,,,,6.00,6.00,8.00,6.67
64000383,5.60,7.50,4.20,,,,,6.50,5.75,8.50,6.92
64000384,6.40,7.00,3.60,5.00,7.50,6.00,6.17,,,,
64000385,4.20,5.75,2.20,,,,,4.75,4.00,7.25,5.33
64000386,5.40,6.50,3.80,,,,,5.75,6.75,7.75,6.75
64000387,5.00,7.25,3.00,4.75,6.00,4.00,4.92,,,,
64000388,5.40,6.75,3.80,,,,,6.00,7.00,8.25,7.08
64000389,7.40,6.75,3.80,7.25,6.25,7.00,6.83,,,,
64000390,5.20,5.00,3.20,,,,,5.75,5.00,7.75,6.17
64000391,4.20,7.00,3.60,,,,,5.25,4.00,7.25,5.50
64000392,7.60,9.00,7.40,,,,,6.25,6.00,8.25,6.83
64000393,5.00,7.25,2.80,,,,,3.75,3.75,7.25,4.92
64000394,6.40,7.00,4.80,,,,,5.00,4.75,6.25,5.33
64000395,5.20,6.50,3.80,,,,,6.00,3.00,8.50,5.83
64000396,4.20,5.75,2.60,,,,,4.75,5.00,5.75,5.17
64000397,4.80,5.50,2.40,,,,,5.00,6.00,9.00,6.67
64000398,5.60,5.75,4.60,,,,,5.50,6.00,7.75,6.42
64000399,4.40,6.50,4.20,,,,,5.00,4.00,6.50,5.17
64000400,6.60,7.00,5.20,6.00,6.75,5.25,6.00,,,,
64000401,5.80,6.25,4.40,4.75,6.25,5.50,5.50,,,,
64000402,3.00,6.25,4.40,,,,,6.00,5.25,7.50,6.25
64000403,5.40,7.50,3.60,,,,,6.00,7.00,7.00,6.67
64000404,6.80,7.75,5.00,,,,,5.75,9.25,9.00,8.00
